Año;Departamento;Municipio;grupo_etario;sexo;cantidad
2012;ALTA VERAPAZ;CHISEC;<1m;F;1
2012;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;<1m;F;2
2012;CHIMALTENANGO;POCHUTA;<1m;F;1
2012;ESCUINTLA;GUANAGAZAPA;<1m;F;1
2012;ESCUINTLA;LA DEMOCRACIA;<1m;F;1
2012;ESCUINTLA;MASAGUA;<1m;F;1
2012;GUATEMALA;CHINAUTLA;<1m;F;1
2012;GUATEMALA;FRAIJANES;<1m;F;1
2012;GUATEMALA;SANTA CATARINA PINULA;<1m;F;1
2012;GUATEMALA;VILLA NUEVA;<1m;F;1
2012;HUEHUETENANGO;COLOTENANGO;<1m;F;2
2012;QUICHE;SAN JUAN COTZAL;<1m;F;1
2012;QUICHE;SANTA CRUZ DEL QUICHÉ;<1m;F;1
2012;TOTONICAPAN;SAN ANDRÉS XECUL;<1m;F;1
2012;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;<1m;F;1
2013;ALTA VERAPAZ;CAHABÓN;<1m;F;1
2013;ALTA VERAPAZ;CHAHAL;<1m;F;2
2013;ALTA VERAPAZ;CHISEC;<1m;F;6
2013;ALTA VERAPAZ;PANZOS;<1m;F;4
2013;ALTA VERAPAZ;SAN PEDRO CARCHÁ;<1m;F;1
2013;CHIMALTENANGO;POCHUTA;<1m;F;2
2013;CHIMALTENANGO;SAN JUAN COMALAPA;<1m;F;2
2013;CHIMALTENANGO;TECPÁN GUATEMALA;<1m;F;28
2013;EL PETEN;DOLORES;<1m;F;4
2013;ESCUINTLA;MASAGUA;<1m;F;1
2013;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;<1m;F;4
2013;GUATEMALA;CHINAUTLA;<1m;F;1
2013;GUATEMALA;FRAIJANES;<1m;F;1
2013;GUATEMALA;MIXCO;<1m;F;1
2013;GUATEMALA;SAN JOSÉ DEL GOLFO;<1m;F;3
2013;GUATEMALA;SAN JOSÉ PINULA;<1m;F;1
2013;GUATEMALA;SAN PEDRO AYAMPUC;<1m;F;2
2013;GUATEMALA;SANTA CATARINA PINULA;<1m;F;1
2013;GUATEMALA;VILLA NUEVA;<1m;F;1
2013;HUEHUETENANGO;BARILLAS;<1m;F;1
2013;HUEHUETENANGO;SAN GASPAR IXCHIL;<1m;F;1
2013;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2013;QUETZALTENANGO;HUITÁN;<1m;F;1
2013;RETALHULEU;CHAMPERICO;<1m;F;1
2013;SANTA ROSA;SANTA CRUZ NARANJO;<1m;F;1
2013;TOTONICAPAN;SAN ANDRÉS XECUL;<1m;F;2
2013;TOTONICAPAN;TOTONICAPÁN;<1m;F;1
2014;ALTA VERAPAZ;CHISEC;<1m;F;1
2014;ALTA VERAPAZ;COBÁN;<1m;F;2
2014;ALTA VERAPAZ;SENAHÚ;<1m;F;1
2014;BAJA VERAPAZ;CUBULCO;<1m;F;1
2014;CHIMALTENANGO;CHIMALTENANGO;<1m;F;3
2014;CHIMALTENANGO;PARRAMOS;<1m;F;1
2014;CHIMALTENANGO;PATZÚN;<1m;F;1
2014;CHIMALTENANGO;SAN JUAN COMALAPA;<1m;F;1
2014;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;<1m;F;1
2014;CHIMALTENANGO;TECPÁN GUATEMALA;<1m;F;4
2014;CHIMALTENANGO;YEPOCAPA;<1m;F;1
2014;EL PETEN;FLORES;<1m;F;1
2014;ESCUINTLA;ESCUINTLA;<1m;F;3
2014;ESCUINTLA;MASAGUA;<1m;F;1
2014;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;<1m;F;2
2014;ESCUINTLA;TIQUISATE;<1m;F;2
2014;GUATEMALA;CHINAUTLA;<1m;F;1
2014;GUATEMALA;FRAIJANES;<1m;F;1
2014;GUATEMALA;GUATEMALA;<1m;F;2
2014;GUATEMALA;MIXCO;<1m;F;3
2014;GUATEMALA;SAN JOSÉ DEL GOLFO;<1m;F;2
2014;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;1
2014;GUATEMALA;SAN PEDRO AYAMPUC;<1m;F;1
2014;GUATEMALA;SANTA CATARINA PINULA;<1m;F;3
2014;GUATEMALA;VILLA NUEVA;<1m;F;2
2014;HUEHUETENANGO;AGUACATÁN;<1m;F;2
2014;HUEHUETENANGO;LA DEMOCRACIA;<1m;F;3
2014;HUEHUETENANGO;SAN GASPAR IXCHIL;<1m;F;3
2014;HUEHUETENANGO;SAN PEDRO NECTA;<1m;F;1
2014;HUEHUETENANGO;SAN PEDRO SOLOMA;<1m;F;1
2014;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2014;QUETZALTENANGO;CONCEPCIÓN CHIQUIRICHAPA;<1m;F;14
2014;QUETZALTENANGO;OLINTEPEQUE;<1m;F;1
2014;QUICHE;CHICHICASTENANGO;<1m;F;1
2014;SANTA ROSA;BARBERENA;<1m;F;1
2014;SANTA ROSA;NUEVA SANTA ROSA;<1m;F;1
2014;SANTA ROSA;SANTA CRUZ NARANJO;<1m;F;1
2014;TOTONICAPAN;SAN ANDRÉS XECUL;<1m;F;6
2014;TOTONICAPAN;TOTONICAPÁN;<1m;F;1
2015;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;<1m;F;1
2015;ALTA VERAPAZ;LANQUÍN;<1m;F;2
2015;ALTA VERAPAZ;RAXRUHA;<1m;F;1
2015;ALTA VERAPAZ;SAN JUAN CHAMELCO;<1m;F;1
2015;CHIMALTENANGO;CHIMALTENANGO;<1m;F;10
2015;CHIMALTENANGO;PATZICÍA;<1m;F;1
2015;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;<1m;F;2
2015;CHIMALTENANGO;TECPÁN GUATEMALA;<1m;F;3
2015;CHIMALTENANGO;YEPOCAPA;<1m;F;1
2015;EL PETEN;POPTÚN;<1m;F;1
2015;EL PETEN;SAN JOSÉ;<1m;F;1
2015;ESCUINTLA;GUANAGAZAPA;<1m;F;1
2015;ESCUINTLA;PALÍN;<1m;F;2
2015;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;<1m;F;3
2015;GUATEMALA;CHINAUTLA;<1m;F;1
2015;GUATEMALA;FRAIJANES;<1m;F;2
2015;GUATEMALA;GUATEMALA;<1m;F;7
2015;GUATEMALA;MIXCO;<1m;F;7
2015;GUATEMALA;PALENCIA;<1m;F;1
2015;GUATEMALA;SAN JOSÉ DEL GOLFO;<1m;F;3
2015;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;1
2015;GUATEMALA;SAN PEDRO AYAMPUC;<1m;F;3
2015;GUATEMALA;SANTA CATARINA PINULA;<1m;F;1
2015;GUATEMALA;VILLA CANALES;<1m;F;3
2015;GUATEMALA;VILLA NUEVA;<1m;F;1
2015;HUEHUETENANGO;BARILLAS;<1m;F;2
2015;HUEHUETENANGO;LA DEMOCRACIA;<1m;F;4
2015;HUEHUETENANGO;SAN PEDRO SOLOMA;<1m;F;4
2015;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2015;QUETZALTENANGO;EL PALMAR;<1m;F;2
2015;QUETZALTENANGO;HUITÁN;<1m;F;1
2015;QUETZALTENANGO;OLINTEPEQUE;<1m;F;1
2015;QUETZALTENANGO;QUETZALTENANGO;<1m;F;2
2015;QUETZALTENANGO;SAN JUAN OSTUNCALCO;<1m;F;1
2015;QUETZALTENANGO;SAN MATEO;<1m;F;2
2015;QUICHE;CHICHICASTENANGO;<1m;F;1
2015;QUICHE;SAN BARTOLOMÉ JOCOTENANGO;<1m;F;1
2015;QUICHE;SAN JUAN COTZAL;<1m;F;2
2015;QUICHE;SAN MIGUEL USPANTÁN;<1m;F;1
2015;RETALHULEU;SAN SEBASTIÁN;<1m;F;1
2015;SANTA ROSA;ORATORIO;<1m;F;1
2015;TOTONICAPAN;MOMOSTENANGO;<1m;F;1
2015;TOTONICAPAN;SAN ANDRÉS XECUL;<1m;F;2
2015;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;<1m;F;1
2015;TOTONICAPAN;TOTONICAPÁN;<1m;F;1
2016;ALTA VERAPAZ;CHISEC;<1m;F;1
2016;ALTA VERAPAZ;COBÁN;<1m;F;3
2016;ALTA VERAPAZ;RAXRUHA;<1m;F;1
2016;ALTA VERAPAZ;SENAHÚ;<1m;F;1
2016;BAJA VERAPAZ;SALAMÁ;<1m;F;2
2016;CHIMALTENANGO;ACATENANGO;<1m;F;1
2016;CHIMALTENANGO;CHIMALTENANGO;<1m;F;1
2016;CHIMALTENANGO;PATZÚN;<1m;F;1
2016;CHIMALTENANGO;SANTA CRUZ BALANYÁ;<1m;F;1
2016;EL PETEN;MELCHOR DE MENCOS;<1m;F;1
2016;ESCUINTLA;ESCUINTLA;<1m;F;1
2016;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;<1m;F;7
2016;GUATEMALA;AMATITLÁN;<1m;F;1
2016;GUATEMALA;CHINAUTLA;<1m;F;1
2016;GUATEMALA;FRAIJANES;<1m;F;1
2016;GUATEMALA;GUATEMALA;<1m;F;4
2016;GUATEMALA;MIXCO;<1m;F;12
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;4
2016;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;<1m;F;2
2016;GUATEMALA;SANTA CATARINA PINULA;<1m;F;1
2016;GUATEMALA;VILLA CANALES;<1m;F;2
2016;GUATEMALA;VILLA NUEVA;<1m;F;1
2016;HUEHUETENANGO;BARILLAS;<1m;F;1
2016;HUEHUETENANGO;SAN PEDRO NECTA;<1m;F;2
2016;HUEHUETENANGO;SAN PEDRO SOLOMA;<1m;F;1
2016;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2016;IZABAL;LIVINGSTON;<1m;F;1
2016;IZABAL;LOS AMATES;<1m;F;2
2016;QUETZALTENANGO;CABRICÁN;<1m;F;1
2016;QUETZALTENANGO;CAJOLÁ;<1m;F;6
2016;QUETZALTENANGO;CANTEL;<1m;F;3
2016;QUETZALTENANGO;COATEPEQUE;<1m;F;1
2016;QUETZALTENANGO;EL PALMAR;<1m;F;1
2016;QUETZALTENANGO;FLORES COSTA CUCA;<1m;F;1
2016;QUETZALTENANGO;QUETZALTENANGO;<1m;F;3
2016;QUETZALTENANGO;SAN CARLOS SIJA;<1m;F;1
2016;QUETZALTENANGO;SAN JUAN OSTUNCALCO;<1m;F;1
2016;QUETZALTENANGO;SAN MATEO;<1m;F;1
2016;QUETZALTENANGO;ZUNIL;<1m;F;1
2016;QUICHE;SAN MIGUEL USPANTÁN;<1m;F;1
2016;RETALHULEU;RETALHULEU;<1m;F;1
2016;RETALHULEU;SAN ANDRÉS VILLA SECA;<1m;F;1
2016;TOTONICAPAN;SAN BARTOLO;<1m;F;1
2016;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;<1m;F;2
2016;TOTONICAPAN;TOTONICAPÁN;<1m;F;1
2016;ZACAPA;HUITÉ;<1m;F;1
2017;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;<1m;F;1
2017;ALTA VERAPAZ;LANQUÍN;<1m;F;1
2017;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;<1m;F;1
2017;ALTA VERAPAZ;SAN JUAN CHAMELCO;<1m;F;1
2017;ALTA VERAPAZ;SAN PEDRO CARCHÁ;<1m;F;1
2017;ALTA VERAPAZ;TAMAHÚ;<1m;F;3
2017;BAJA VERAPAZ;SALAMÁ;<1m;F;3
2017;CHIMALTENANGO;EL TEJAR;<1m;F;1
2017;CHIMALTENANGO;POCHUTA;<1m;F;1
2017;CHIMALTENANGO;SAN JUAN COMALAPA;<1m;F;1
2017;CHIMALTENANGO;YEPOCAPA;<1m;F;1
2017;EL PETEN;FLORES;<1m;F;1
2017;EL PETEN;POPTÚN;<1m;F;1
2017;EL PROGRESO;SANARATE;<1m;F;4
2017;ESCUINTLA;ESCUINTLA;<1m;F;1
2017;ESCUINTLA;GUANAGAZAPA;<1m;F;1
2017;GUATEMALA;CHINAUTLA;<1m;F;2
2017;GUATEMALA;FRAIJANES;<1m;F;1
2017;GUATEMALA;GUATEMALA;<1m;F;5
2017;GUATEMALA;MIXCO;<1m;F;18
2017;GUATEMALA;PALENCIA;<1m;F;1
2017;GUATEMALA;SAN JOSÉ DEL GOLFO;<1m;F;1
2017;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;5
2017;GUATEMALA;SAN MIGUEL PETAPA;<1m;F;1
2017;GUATEMALA;SAN RAYMUNDO;<1m;F;1
2017;GUATEMALA;SANTA CATARINA PINULA;<1m;F;5
2017;GUATEMALA;VILLA CANALES;<1m;F;2
2017;GUATEMALA;VILLA NUEVA;<1m;F;1
2017;HUEHUETENANGO;BARILLAS;<1m;F;8
2017;HUEHUETENANGO;NENTÓN;<1m;F;3
2017;HUEHUETENANGO;SAN GASPAR IXCHIL;<1m;F;1
2017;HUEHUETENANGO;SAN PEDRO NECTA;<1m;F;1
2017;HUEHUETENANGO;SAN PEDRO SOLOMA;<1m;F;3
2017;HUEHUETENANGO;SANTA BÁRBARA;<1m;F;1
2017;HUEHUETENANGO;SANTA EULALIA;<1m;F;1
2017;HUEHUETENANGO;TECTITÁN;<1m;F;1
2017;IZABAL;LOS AMATES;<1m;F;2
2017;JALAPA;JALAPA;<1m;F;1
2017;QUETZALTENANGO;CAJOLÁ;<1m;F;15
2017;QUETZALTENANGO;CANTEL;<1m;F;1
2017;QUETZALTENANGO;COATEPEQUE;<1m;F;2
2017;QUETZALTENANGO;CONCEPCIÓN CHIQUIRICHAPA;<1m;F;1
2017;QUETZALTENANGO;EL PALMAR;<1m;F;4
2017;QUETZALTENANGO;OLINTEPEQUE;<1m;F;2
2017;QUETZALTENANGO;QUETZALTENANGO;<1m;F;6
2017;QUETZALTENANGO;SAN MATEO;<1m;F;1
2017;QUETZALTENANGO;ZUNIL;<1m;F;3
2017;QUICHE;CANILLÁ;<1m;F;2
2017;QUICHE;CHICAMÁN;<1m;F;1
2017;QUICHE;CHICHICASTENANGO;<1m;F;2
2017;QUICHE;SAN MIGUEL USPANTÁN;<1m;F;3
2017;RETALHULEU;RETALHULEU;<1m;F;3
2017;RETALHULEU;SAN ANDRÉS VILLA SECA;<1m;F;1
2017;SANTA ROSA;NUEVA SANTA ROSA;<1m;F;1
2017;SANTA ROSA;SANTA CRUZ NARANJO;<1m;F;2
2017;SANTA ROSA;TAXISCO;<1m;F;1
2017;SUCHITEPEQUEZ;PATULUL;<1m;F;1
2017;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;<1m;F;3
2017;TOTONICAPAN;SANTA LUCÍA LA REFORMA;<1m;F;1
2018;ALTA VERAPAZ;CAHABÓN;<1m;F;1
2018;ALTA VERAPAZ;CHAHAL;<1m;F;1
2018;ALTA VERAPAZ;CHISEC;<1m;F;2
2018;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;<1m;F;1
2018;ALTA VERAPAZ;SAN JUAN CHAMELCO;<1m;F;2
2018;ALTA VERAPAZ;SAN PEDRO CARCHÁ;<1m;F;2
2018;ALTA VERAPAZ;TAMAHÚ;<1m;F;1
2018;ALTA VERAPAZ;TUCURÚ;<1m;F;1
2018;BAJA VERAPAZ;CUBULCO;<1m;F;1
2018;CHIMALTENANGO;CHIMALTENANGO;<1m;F;1
2018;CHIMALTENANGO;PATZICÍA;<1m;F;1
2018;CHIMALTENANGO;SAN ANDRÉS ITZAPA;<1m;F;1
2018;CHIMALTENANGO;SANTA CRUZ BALANYÁ;<1m;F;1
2018;EL PETEN;LA LIBERTAD;<1m;F;1
2018;EL PETEN;LAS CRUCES;<1m;F;1
2018;ESCUINTLA;PUERTO DE SAN JOSÉ;<1m;F;1
2018;GUATEMALA;FRAIJANES;<1m;F;3
2018;GUATEMALA;GUATEMALA;<1m;F;6
2018;GUATEMALA;MIXCO;<1m;F;18
2018;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;1
2018;GUATEMALA;SAN RAYMUNDO;<1m;F;1
2018;GUATEMALA;SANTA CATARINA PINULA;<1m;F;1
2018;GUATEMALA;VILLA CANALES;<1m;F;2
2018;GUATEMALA;VILLA NUEVA;<1m;F;3
2018;HUEHUETENANGO;AGUACATÁN;<1m;F;49
2018;HUEHUETENANGO;BARILLAS;<1m;F;6
2018;HUEHUETENANGO;COLOTENANGO;<1m;F;3
2018;HUEHUETENANGO;HUEHUETENANGO;<1m;F;3
2018;HUEHUETENANGO;JACALTENANGO;<1m;F;1
2018;HUEHUETENANGO;LA DEMOCRACIA;<1m;F;2
2018;HUEHUETENANGO;MALACATANCITO;<1m;F;1
2018;HUEHUETENANGO;SAN GASPAR IXCHIL;<1m;F;2
2018;HUEHUETENANGO;SAN MATEO IXTATÁN;<1m;F;2
2018;HUEHUETENANGO;SAN PEDRO SOLOMA;<1m;F;1
2018;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;<1m;F;39
2018;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2018;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;<1m;F;1
2018;HUEHUETENANGO;SANTA EULALIA;<1m;F;1
2018;HUEHUETENANGO;TECTITÁN;<1m;F;3
2018;JUTIAPA;ASUNCIÓN MITA;<1m;F;1
2018;JUTIAPA;CONGUACO;<1m;F;1
2018;QUETZALTENANGO;CAJOLÁ;<1m;F;11
2018;QUETZALTENANGO;COATEPEQUE;<1m;F;2
2018;QUETZALTENANGO;EL PALMAR;<1m;F;2
2018;QUETZALTENANGO;FLORES COSTA CUCA;<1m;F;1
2018;QUETZALTENANGO;HUITÁN;<1m;F;1
2018;QUETZALTENANGO;QUETZALTENANGO;<1m;F;1
2018;QUETZALTENANGO;SAN JUAN OSTUNCALCO;<1m;F;5
2018;QUETZALTENANGO;SAN MATEO;<1m;F;2
2018;QUETZALTENANGO;ZUNIL;<1m;F;4
2018;QUICHE;CHICHÉ;<1m;F;2
2018;QUICHE;CHICHICASTENANGO;<1m;F;1
2018;QUICHE;CHINIQUE;<1m;F;1
2018;QUICHE;JOYABAJ;<1m;F;2
2018;QUICHE;NEBAJ;<1m;F;1
2018;QUICHE;SAN JUAN COTZAL;<1m;F;1
2018;QUICHE;SAN MIGUEL USPANTÁN;<1m;F;1
2018;QUICHE;ZACUALPA;<1m;F;1
2018;SOLOLA;SANTA CRUZ LA LAGUNA;<1m;F;1
2018;TOTONICAPAN;SAN ANDRÉS XECUL;<1m;F;1
2018;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;<1m;F;7
2018;ZACAPA;CABAÑAS;<1m;F;1
2019;ALTA VERAPAZ;COBÁN;<1m;F;2
2019;ALTA VERAPAZ;LANQUÍN;<1m;F;1
2019;ALTA VERAPAZ;RAXRUHA;<1m;F;1
2019;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;<1m;F;2
2019;ALTA VERAPAZ;SAN JUAN CHAMELCO;<1m;F;1
2019;ALTA VERAPAZ;SAN PEDRO CARCHÁ;<1m;F;1
2019;ALTA VERAPAZ;SENAHÚ;<1m;F;1
2019;ALTA VERAPAZ;TUCURÚ;<1m;F;2
2019;BAJA VERAPAZ;CUBULCO;<1m;F;2
2019;BAJA VERAPAZ;SALAMÁ;<1m;F;1
2019;CHIMALTENANGO;ACATENANGO;<1m;F;2
2019;CHIMALTENANGO;CHIMALTENANGO;<1m;F;1
2019;CHIMALTENANGO;PATZICÍA;<1m;F;1
2019;CHIMALTENANGO;SAN ANDRÉS ITZAPA;<1m;F;1
2019;EL PETEN;MELCHOR DE MENCOS;<1m;F;3
2019;EL PETEN;POPTÚN;<1m;F;2
2019;EL PETEN;SAN BENITO;<1m;F;2
2019;EL PETEN;SAN FRANCISCO;<1m;F;1
2019;EL PETEN;SAN LUIS;<1m;F;1
2019;ESCUINTLA;ESCUINTLA;<1m;F;2
2019;GUATEMALA;AMATITLÁN;<1m;F;2
2019;GUATEMALA;CHUARRANCHO;<1m;F;1
2019;GUATEMALA;FRAIJANES;<1m;F;1
2019;GUATEMALA;GUATEMALA;<1m;F;7
2019;GUATEMALA;MIXCO;<1m;F;15
2019;GUATEMALA;SAN JOSÉ DEL GOLFO;<1m;F;1
2019;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;1
2019;GUATEMALA;SAN MIGUEL PETAPA;<1m;F;1
2019;GUATEMALA;VILLA NUEVA;<1m;F;3
2019;HUEHUETENANGO;AGUACATÁN;<1m;F;63
2019;HUEHUETENANGO;BARILLAS;<1m;F;2
2019;HUEHUETENANGO;COLOTENANGO;<1m;F;6
2019;HUEHUETENANGO;HUEHUETENANGO;<1m;F;2
2019;HUEHUETENANGO;JACALTENANGO;<1m;F;2
2019;HUEHUETENANGO;LA DEMOCRACIA;<1m;F;2
2019;HUEHUETENANGO;LA LIBERTAD;<1m;F;3
2019;HUEHUETENANGO;MALACATANCITO;<1m;F;1
2019;HUEHUETENANGO;SAN MATEO IXTATÁN;<1m;F;3
2019;HUEHUETENANGO;SAN PEDRO NECTA;<1m;F;7
2019;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;<1m;F;76
2019;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2019;HUEHUETENANGO;SAN SEBASTIÁN COATÁN;<1m;F;1
2019;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;<1m;F;2
2019;HUEHUETENANGO;SANTA EULALIA;<1m;F;1
2019;HUEHUETENANGO;SANTIAGO CHIMALTENANGO;<1m;F;1
2019;HUEHUETENANGO;TECTITÁN;<1m;F;2
2019;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;<1m;F;1
2019;IZABAL;LOS AMATES;<1m;F;1
2019;IZABAL;MORALES;<1m;F;1
2019;IZABAL;PUERTO BARRIOS;<1m;F;2
2019;JALAPA;JALAPA;<1m;F;2
2019;JUTIAPA;COMAPA;<1m;F;2
2019;JUTIAPA;CONGUACO;<1m;F;1
2019;JUTIAPA;JUTIAPA;<1m;F;2
2019;QUETZALTENANGO;CABRICÁN;<1m;F;2
2019;QUETZALTENANGO;CAJOLÁ;<1m;F;14
2019;QUETZALTENANGO;OLINTEPEQUE;<1m;F;1
2019;QUETZALTENANGO;QUETZALTENANGO;<1m;F;3
2019;QUETZALTENANGO;SAN CARLOS SIJA;<1m;F;2
2019;QUETZALTENANGO;SAN JUAN OSTUNCALCO;<1m;F;11
2019;QUETZALTENANGO;SAN MARTÍN SACATEPÉQUEZ;<1m;F;1
2019;QUETZALTENANGO;SAN MATEO;<1m;F;2
2019;QUETZALTENANGO;ZUNIL;<1m;F;9
2019;QUICHE;CHICAMÁN;<1m;F;1
2019;QUICHE;CHICHICASTENANGO;<1m;F;3
2019;QUICHE;CHINIQUE;<1m;F;1
2019;QUICHE;JOYABAJ;<1m;F;3
2019;QUICHE;NEBAJ;<1m;F;2
2019;QUICHE;SAN ANDRÉS SAJCABAJÁ;<1m;F;1
2019;RETALHULEU;RETALHULEU;<1m;F;3
2019;RETALHULEU;SAN ANDRÉS VILLA SECA;<1m;F;1
2019;RETALHULEU;SAN FELIPE;<1m;F;1
2019;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;<1m;F;1
2019;SAN MARCOS;AYUTLA;<1m;F;1
2019;SAN MARCOS;MALACATÁN;<1m;F;1
2019;SAN MARCOS;SAN CRISTÓBAL CUCHO;<1m;F;1
2019;SAN MARCOS;SAN PABLO;<1m;F;2
2019;SANTA ROSA;SANTA CRUZ NARANJO;<1m;F;1
2019;SANTA ROSA;SANTA ROSA DE LIMA;<1m;F;1
2019;SANTA ROSA;TAXISCO;<1m;F;2
2019;SUCHITEPEQUEZ;PATULUL;<1m;F;1
2019;SUCHITEPEQUEZ;SANTA BÁRBARA;<1m;F;1
2019;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;<1m;F;14
2019;TOTONICAPAN;TOTONICAPÁN;<1m;F;5
2019;ZACAPA;TECULUTÁN;<1m;F;1
2020;ALTA VERAPAZ;COBÁN;<1m;F;1
2020;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;<1m;F;2
2020;ALTA VERAPAZ;LA TINTA;<1m;F;2
2020;ALTA VERAPAZ;SAN PEDRO CARCHÁ;<1m;F;2
2020;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;<1m;F;1
2020;BAJA VERAPAZ;SALAMÁ;<1m;F;1
2020;BAJA VERAPAZ;SAN MIGUEL CHICAJ;<1m;F;1
2020;CHIMALTENANGO;CHIMALTENANGO;<1m;F;1
2020;CHIMALTENANGO;PATZÚN;<1m;F;4
2020;CHIMALTENANGO;SAN ANDRÉS ITZAPA;<1m;F;1
2020;CHIMALTENANGO;SANTA CRUZ BALANYÁ;<1m;F;6
2020;CHIMALTENANGO;TECPÁN GUATEMALA;<1m;F;5
2020;EL PETEN;POPTÚN;<1m;F;1
2020;ESCUINTLA;ESCUINTLA;<1m;F;2
2020;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;<1m;F;1
2020;GUATEMALA;FRAIJANES;<1m;F;1
2020;GUATEMALA;GUATEMALA;<1m;F;13
2020;GUATEMALA;MIXCO;<1m;F;8
2020;GUATEMALA;PALENCIA;<1m;F;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;<1m;F;1
2020;GUATEMALA;SAN RAYMUNDO;<1m;F;1
2020;GUATEMALA;SANTA CATARINA PINULA;<1m;F;1
2020;GUATEMALA;VILLA CANALES;<1m;F;1
2020;HUEHUETENANGO;AGUACATÁN;<1m;F;59
2020;HUEHUETENANGO;BARILLAS;<1m;F;4
2020;HUEHUETENANGO;COLOTENANGO;<1m;F;2
2020;HUEHUETENANGO;CUILCO;<1m;F;1
2020;HUEHUETENANGO;JACALTENANGO;<1m;F;1
2020;HUEHUETENANGO;LA DEMOCRACIA;<1m;F;1
2020;HUEHUETENANGO;LA LIBERTAD;<1m;F;2
2020;HUEHUETENANGO;MALACATANCITO;<1m;F;1
2020;HUEHUETENANGO;SAN JUAN IXCOY;<1m;F;1
2020;HUEHUETENANGO;SAN MATEO IXTATÁN;<1m;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;<1m;F;6
2020;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;<1m;F;96
2020;HUEHUETENANGO;SAN RAFAEL PETZAL;<1m;F;1
2020;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;<1m;F;5
2020;HUEHUETENANGO;SANTA BÁRBARA;<1m;F;1
2020;HUEHUETENANGO;TECTITÁN;<1m;F;1
2020;IZABAL;LOS AMATES;<1m;F;1
2020;IZABAL;MORALES;<1m;F;2
2020;IZABAL;PUERTO BARRIOS;<1m;F;2
2020;JALAPA;JALAPA;<1m;F;3
2020;JALAPA;MATAQUESCUINTLA;<1m;F;1
2020;JUTIAPA;JUTIAPA;<1m;F;3
2020;JUTIAPA;QUEZADA;<1m;F;1
2020;QUETZALTENANGO;CABRICÁN;<1m;F;12
2020;QUETZALTENANGO;CAJOLÁ;<1m;F;7
2020;QUETZALTENANGO;COLOMBA;<1m;F;1
2020;QUETZALTENANGO;EL PALMAR;<1m;F;2
2020;QUETZALTENANGO;QUETZALTENANGO;<1m;F;1
2020;QUETZALTENANGO;SAN JUAN OSTUNCALCO;<1m;F;3
2020;QUETZALTENANGO;SAN MARTÍN SACATEPÉQUEZ;<1m;F;1
2020;QUETZALTENANGO;ZUNIL;<1m;F;8
2020;QUICHE;CHAJUL;<1m;F;1
2020;QUICHE;CUNÉN;<1m;F;1
2020;QUICHE;IXCÁN;<1m;F;5
