Año;Departamento;Municipio;grupo_etario;sexo;cantidad
2017;HUEHUETENANGO;SAN MATEO IXTATÁN;1m-2m;F;7
2017;HUEHUETENANGO;SAN PEDRO NECTA;1m-2m;F;9
2017;HUEHUETENANGO;SAN PEDRO SOLOMA;1m-2m;F;2
2017;HUEHUETENANGO;SAN RAFAEL PETZAL;1m-2m;F;6
2017;HUEHUETENANGO;SANTA BÁRBARA;1m-2m;F;7
2017;HUEHUETENANGO;TECTITÁN;1m-2m;F;10
2017;HUEHUETENANGO;UNION CANTINIL;1m-2m;F;4
2017;IZABAL;EL ESTOR;1m-2m;F;1
2017;IZABAL;LOS AMATES;1m-2m;F;1
2017;JALAPA;JALAPA;1m-2m;F;7
2017;QUETZALTENANGO;ALMOLONGA;1m-2m;F;1
2017;QUETZALTENANGO;CABRICÁN;1m-2m;F;2
2017;QUETZALTENANGO;CAJOLÁ;1m-2m;F;15
2017;QUETZALTENANGO;CANTEL;1m-2m;F;4
2017;QUETZALTENANGO;COATEPEQUE;1m-2m;F;2
2017;QUETZALTENANGO;CONCEPCIÓN CHIQUIRICHAPA;1m-2m;F;5
2017;QUETZALTENANGO;EL PALMAR;1m-2m;F;18
2017;QUETZALTENANGO;OLINTEPEQUE;1m-2m;F;1
2017;QUETZALTENANGO;QUETZALTENANGO;1m-2m;F;3
2017;QUETZALTENANGO;SAN CARLOS SIJA;1m-2m;F;1
2017;QUETZALTENANGO;SAN JUAN OSTUNCALCO;1m-2m;F;3
2017;QUETZALTENANGO;SAN MATEO;1m-2m;F;1
2017;QUETZALTENANGO;SAN MIGUEL SIGÜILÁ;1m-2m;F;1
2017;QUETZALTENANGO;SIBILIA;1m-2m;F;1
2017;QUETZALTENANGO;ZUNIL;1m-2m;F;4
2017;QUICHE;CHICAMÁN;1m-2m;F;1
2017;QUICHE;CHICHÉ;1m-2m;F;5
2017;QUICHE;CHICHICASTENANGO;1m-2m;F;12
2017;QUICHE;NEBAJ;1m-2m;F;3
2017;QUICHE;SAN ANDRÉS SAJCABAJÁ;1m-2m;F;1
2017;QUICHE;SAN BARTOLOMÉ JOCOTENANGO;1m-2m;F;1
2017;QUICHE;SAN JUAN COTZAL;1m-2m;F;1
2017;QUICHE;SAN MIGUEL USPANTÁN;1m-2m;F;3
2017;QUICHE;SAN PEDRO JOCOPILAS;1m-2m;F;4
2017;QUICHE;SANTA CRUZ DEL QUICHÉ;1m-2m;F;3
2017;QUICHE;ZACUALPA;1m-2m;F;1
2017;RETALHULEU;RETALHULEU;1m-2m;F;2
2017;SAN MARCOS;SAN PABLO;1m-2m;F;2
2017;SANTA ROSA;SANTA CRUZ NARANJO;1m-2m;F;3
2017;SANTA ROSA;SANTA MARÍA IXHUATÁN;1m-2m;F;1
2017;SUCHITEPEQUEZ;PATULUL;1m-2m;F;2
2017;TOTONICAPAN;MOMOSTENANGO;1m-2m;F;3
2017;TOTONICAPAN;SAN BARTOLO;1m-2m;F;9
2017;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;1m-2m;F;14
2017;TOTONICAPAN;SAN FRANCISCO EL ALTO;1m-2m;F;2
2017;TOTONICAPAN;SANTA MARÍA CHIQUIMULA;1m-2m;F;3
2017;TOTONICAPAN;TOTONICAPÁN;1m-2m;F;3
2017;ZACAPA;CABAÑAS;1m-2m;F;2
2018;ALTA VERAPAZ;CHAHAL;1m-2m;F;1
2018;ALTA VERAPAZ;CHISEC;1m-2m;F;2
2018;ALTA VERAPAZ;COBÁN;1m-2m;F;5
2018;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;1m-2m;F;1
2018;ALTA VERAPAZ;LANQUÍN;1m-2m;F;1
2018;ALTA VERAPAZ;RAXRUHA;1m-2m;F;1
2018;ALTA VERAPAZ;SAN JUAN CHAMELCO;1m-2m;F;5
2018;ALTA VERAPAZ;SAN PEDRO CARCHÁ;1m-2m;F;2
2018;ALTA VERAPAZ;SENAHÚ;1m-2m;F;2
2018;ALTA VERAPAZ;TAMAHÚ;1m-2m;F;6
2018;ALTA VERAPAZ;TUCURÚ;1m-2m;F;1
2018;BAJA VERAPAZ;SALAMÁ;1m-2m;F;1
2018;CHIMALTENANGO;ACATENANGO;1m-2m;F;1
2018;CHIMALTENANGO;CHIMALTENANGO;1m-2m;F;4
2018;CHIMALTENANGO;EL TEJAR;1m-2m;F;3
2018;CHIMALTENANGO;PATZICÍA;1m-2m;F;8
2018;CHIMALTENANGO;SAN ANDRÉS ITZAPA;1m-2m;F;3
2018;CHIMALTENANGO;SAN JOSÉ POAQUIL;1m-2m;F;1
2018;CHIMALTENANGO;TECPÁN GUATEMALA;1m-2m;F;5
2018;CHIMALTENANGO;ZARAGOZA;1m-2m;F;1
2018;EL PETEN;LAS CRUCES;1m-2m;F;1
2018;EL PETEN;SAN LUIS;1m-2m;F;1
2018;EL PETEN;SAYAXCHÉ;1m-2m;F;4
2018;EL PROGRESO;SANARATE;1m-2m;F;1
2018;ESCUINTLA;GUANAGAZAPA;1m-2m;F;2
2018;GUATEMALA;CHINAUTLA;1m-2m;F;2
2018;GUATEMALA;CHUARRANCHO;1m-2m;F;1
2018;GUATEMALA;GUATEMALA;1m-2m;F;9
2018;GUATEMALA;MIXCO;1m-2m;F;5
2018;GUATEMALA;PALENCIA;1m-2m;F;1
2018;GUATEMALA;SAN JOSÉ DEL GOLFO;1m-2m;F;2
2018;GUATEMALA;SAN JUAN SACATEPÉQUEZ;1m-2m;F;8
2018;GUATEMALA;SAN PEDRO AYAMPUC;1m-2m;F;1
2018;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;1m-2m;F;1
2018;GUATEMALA;SAN RAYMUNDO;1m-2m;F;4
2018;GUATEMALA;SANTA CATARINA PINULA;1m-2m;F;1
2018;GUATEMALA;VILLA CANALES;1m-2m;F;1
2018;GUATEMALA;VILLA NUEVA;1m-2m;F;1
2018;HUEHUETENANGO;AGUACATÁN;1m-2m;F;34
2018;HUEHUETENANGO;BARILLAS;1m-2m;F;9
2018;HUEHUETENANGO;COLOTENANGO;1m-2m;F;4
2018;HUEHUETENANGO;CONCEPCIÓN HUISTA;1m-2m;F;4
2018;HUEHUETENANGO;HUEHUETENANGO;1m-2m;F;2
2018;HUEHUETENANGO;JACALTENANGO;1m-2m;F;3
2018;HUEHUETENANGO;LA DEMOCRACIA;1m-2m;F;7
2018;HUEHUETENANGO;SAN GASPAR IXCHIL;1m-2m;F;1
2018;HUEHUETENANGO;SAN MATEO IXTATÁN;1m-2m;F;12
2018;HUEHUETENANGO;SAN PEDRO SOLOMA;1m-2m;F;6
2018;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;1m-2m;F;12
2018;HUEHUETENANGO;SAN RAFAEL PETZAL;1m-2m;F;1
2018;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;1m-2m;F;8
2018;HUEHUETENANGO;SANTA BÁRBARA;1m-2m;F;2
2018;HUEHUETENANGO;SANTA EULALIA;1m-2m;F;4
2018;HUEHUETENANGO;TECTITÁN;1m-2m;F;8
2018;IZABAL;LOS AMATES;1m-2m;F;1
2018;JALAPA;JALAPA;1m-2m;F;7
2018;JALAPA;SAN LUIS JILOTEPEQUE;1m-2m;F;4
2018;QUETZALTENANGO;CABRICÁN;1m-2m;F;1
2018;QUETZALTENANGO;CAJOLÁ;1m-2m;F;23
2018;QUETZALTENANGO;CANTEL;1m-2m;F;6
2018;QUETZALTENANGO;COATEPEQUE;1m-2m;F;1
2018;QUETZALTENANGO;CONCEPCIÓN CHIQUIRICHAPA;1m-2m;F;3
2018;QUETZALTENANGO;EL PALMAR;1m-2m;F;12
2018;QUETZALTENANGO;PALESTINA DE LOS ALTOS;1m-2m;F;2
2018;QUETZALTENANGO;QUETZALTENANGO;1m-2m;F;15
2018;QUETZALTENANGO;SAN CARLOS SIJA;1m-2m;F;5
2018;QUETZALTENANGO;SAN JUAN OSTUNCALCO;1m-2m;F;38
2018;QUETZALTENANGO;SAN MARTÍN SACATEPÉQUEZ;1m-2m;F;3
2018;QUETZALTENANGO;SAN MATEO;1m-2m;F;3
2018;QUETZALTENANGO;ZUNIL;1m-2m;F;2
2018;QUICHE;CHICHICASTENANGO;1m-2m;F;18
2018;QUICHE;CHINIQUE;1m-2m;F;1
2018;QUICHE;NEBAJ;1m-2m;F;5
2018;QUICHE;SACAPULAS;1m-2m;F;2
2018;QUICHE;SAN ANTONIO ILOTENANGO;1m-2m;F;3
2018;QUICHE;SAN JUAN COTZAL;1m-2m;F;1
2018;QUICHE;SAN MIGUEL USPANTÁN;1m-2m;F;3
2018;QUICHE;SANTA CRUZ DEL QUICHÉ;1m-2m;F;2
2018;QUICHE;ZACUALPA;1m-2m;F;1
2018;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;1m-2m;F;1
2018;SANTA ROSA;BARBERENA;1m-2m;F;1
2018;SANTA ROSA;SANTA CRUZ NARANJO;1m-2m;F;3
2018;SUCHITEPEQUEZ;PATULUL;1m-2m;F;3
2018;TOTONICAPAN;MOMOSTENANGO;1m-2m;F;4
2018;TOTONICAPAN;SAN ANDRÉS XECUL;1m-2m;F;3
2018;TOTONICAPAN;SAN BARTOLO;1m-2m;F;5
2018;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;1m-2m;F;19
2018;TOTONICAPAN;SAN FRANCISCO EL ALTO;1m-2m;F;6
2018;TOTONICAPAN;SANTA MARÍA CHIQUIMULA;1m-2m;F;1
2018;TOTONICAPAN;TOTONICAPÁN;1m-2m;F;5
2018;ZACAPA;GUALÁN;1m-2m;F;1
2018;ZACAPA;TECULUTÁN;1m-2m;F;1
2019;ALTA VERAPAZ;CHAHAL;1m-2m;F;1
2019;ALTA VERAPAZ;CHISEC;1m-2m;F;3
2019;ALTA VERAPAZ;COBÁN;1m-2m;F;3
2019;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;1m-2m;F;3
2019;ALTA VERAPAZ;LANQUÍN;1m-2m;F;2
2019;ALTA VERAPAZ;RAXRUHA;1m-2m;F;3
2019;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;1m-2m;F;3
2019;ALTA VERAPAZ;SAN JUAN CHAMELCO;1m-2m;F;8
2019;ALTA VERAPAZ;SAN PEDRO CARCHÁ;1m-2m;F;5
2019;ALTA VERAPAZ;SENAHÚ;1m-2m;F;1
2019;ALTA VERAPAZ;TAMAHÚ;1m-2m;F;2
2019;ALTA VERAPAZ;TUCURÚ;1m-2m;F;3
2019;BAJA VERAPAZ;CUBULCO;1m-2m;F;1
2019;BAJA VERAPAZ;SALAMÁ;1m-2m;F;1
2019;BAJA VERAPAZ;SAN JERÓNIMO;1m-2m;F;1
2019;CHIMALTENANGO;CHIMALTENANGO;1m-2m;F;1
2019;CHIMALTENANGO;EL TEJAR;1m-2m;F;1
2019;CHIMALTENANGO;PATZICÍA;1m-2m;F;2
2019;CHIMALTENANGO;PATZÚN;1m-2m;F;1
2019;CHIMALTENANGO;SAN ANDRÉS ITZAPA;1m-2m;F;5
2019;CHIMALTENANGO;SAN JOSÉ POAQUIL;1m-2m;F;4
2019;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;1m-2m;F;1
2019;CHIMALTENANGO;SANTA APOLONIA;1m-2m;F;1
2019;CHIMALTENANGO;TECPÁN GUATEMALA;1m-2m;F;3
2019;CHIMALTENANGO;YEPOCAPA;1m-2m;F;4
2019;CHIMALTENANGO;ZARAGOZA;1m-2m;F;2
2019;EL PETEN;LA LIBERTAD;1m-2m;F;4
2019;EL PETEN;SAN LUIS;1m-2m;F;1
2019;EL PETEN;SAYAXCHÉ;1m-2m;F;5
2019;EL PROGRESO;EL JÍCARO;1m-2m;F;1
2019;EL PROGRESO;SANARATE;1m-2m;F;2
2019;ESCUINTLA;ESCUINTLA;1m-2m;F;5
2019;ESCUINTLA;GUANAGAZAPA;1m-2m;F;1
2019;ESCUINTLA;PALÍN;1m-2m;F;1
2019;ESCUINTLA;SAN VICENTE PACAYA;1m-2m;F;1
2019;GUATEMALA;AMATITLÁN;1m-2m;F;3
2019;GUATEMALA;CHINAUTLA;1m-2m;F;1
2019;GUATEMALA;CHUARRANCHO;1m-2m;F;2
2019;GUATEMALA;FRAIJANES;1m-2m;F;2
2019;GUATEMALA;GUATEMALA;1m-2m;F;16
2019;GUATEMALA;MIXCO;1m-2m;F;15
2019;GUATEMALA;PALENCIA;1m-2m;F;2
2019;GUATEMALA;SAN JOSÉ DEL GOLFO;1m-2m;F;1
2019;GUATEMALA;SAN JUAN SACATEPÉQUEZ;1m-2m;F;11
2019;GUATEMALA;SAN PEDRO AYAMPUC;1m-2m;F;1
2019;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;1m-2m;F;5
2019;GUATEMALA;SANTA CATARINA PINULA;1m-2m;F;4
2019;GUATEMALA;VILLA NUEVA;1m-2m;F;1
2019;HUEHUETENANGO;AGUACATÁN;1m-2m;F;77
2019;HUEHUETENANGO;BARILLAS;1m-2m;F;4
2019;HUEHUETENANGO;CHIANTLA;1m-2m;F;5
2019;HUEHUETENANGO;COLOTENANGO;1m-2m;F;11
2019;HUEHUETENANGO;CONCEPCIÓN HUISTA;1m-2m;F;2
2019;HUEHUETENANGO;HUEHUETENANGO;1m-2m;F;6
2019;HUEHUETENANGO;JACALTENANGO;1m-2m;F;4
2019;HUEHUETENANGO;LA DEMOCRACIA;1m-2m;F;5
2019;HUEHUETENANGO;LA LIBERTAD;1m-2m;F;9
2019;HUEHUETENANGO;MALACATANCITO;1m-2m;F;2
2019;HUEHUETENANGO;NENTÓN;1m-2m;F;2
2019;HUEHUETENANGO;SAN GASPAR IXCHIL;1m-2m;F;1
2019;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;1m-2m;F;2
2019;HUEHUETENANGO;SAN JUAN IXCOY;1m-2m;F;2
2019;HUEHUETENANGO;SAN MATEO IXTATÁN;1m-2m;F;19
2019;HUEHUETENANGO;SAN PEDRO NECTA;1m-2m;F;7
2019;HUEHUETENANGO;SAN PEDRO SOLOMA;1m-2m;F;4
2019;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;1m-2m;F;29
2019;HUEHUETENANGO;SAN RAFAEL PETZAL;1m-2m;F;3
2019;HUEHUETENANGO;SAN SEBASTIÁN COATÁN;1m-2m;F;2
2019;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;1m-2m;F;46
2019;HUEHUETENANGO;SANTA BÁRBARA;1m-2m;F;1
2019;HUEHUETENANGO;SANTA EULALIA;1m-2m;F;3
2019;HUEHUETENANGO;TECTITÁN;1m-2m;F;11
2019;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;1m-2m;F;3
2019;HUEHUETENANGO;UNION CANTINIL;1m-2m;F;5
2019;IZABAL;LIVINGSTON;1m-2m;F;1
2019;IZABAL;LOS AMATES;1m-2m;F;3
2019;IZABAL;MORALES;1m-2m;F;4
2019;IZABAL;PUERTO BARRIOS;1m-2m;F;3
2019;JALAPA;JALAPA;1m-2m;F;1
2019;JUTIAPA;ATESCATEMPA;1m-2m;F;1
2019;JUTIAPA;JUTIAPA;1m-2m;F;1
2019;QUETZALTENANGO;CABRICÁN;1m-2m;F;24
2019;QUETZALTENANGO;CAJOLÁ;1m-2m;F;31
2019;QUETZALTENANGO;CANTEL;1m-2m;F;6
2019;QUETZALTENANGO;EL PALMAR;1m-2m;F;5
2019;QUETZALTENANGO;HUITÁN;1m-2m;F;1
2019;QUETZALTENANGO;OLINTEPEQUE;1m-2m;F;3
2019;QUETZALTENANGO;PALESTINA DE LOS ALTOS;1m-2m;F;1
2019;QUETZALTENANGO;QUETZALTENANGO;1m-2m;F;11
2019;QUETZALTENANGO;SAN CARLOS SIJA;1m-2m;F;3
2019;QUETZALTENANGO;SAN JUAN OSTUNCALCO;1m-2m;F;16
2019;QUETZALTENANGO;SAN MARTÍN SACATEPÉQUEZ;1m-2m;F;5
2019;QUETZALTENANGO;SAN MATEO;1m-2m;F;6
2019;QUETZALTENANGO;ZUNIL;1m-2m;F;17
2019;QUICHE;CANILLÁ;1m-2m;F;2
2019;QUICHE;CHAJUL;1m-2m;F;1
2019;QUICHE;CHICHICASTENANGO;1m-2m;F;15
2019;QUICHE;CUNÉN;1m-2m;F;2
2019;QUICHE;JOYABAJ;1m-2m;F;1
2019;QUICHE;NEBAJ;1m-2m;F;10
2019;QUICHE;SAN ANDRÉS SAJCABAJÁ;1m-2m;F;1
2019;QUICHE;SAN ANTONIO ILOTENANGO;1m-2m;F;2
2019;QUICHE;SAN BARTOLOMÉ JOCOTENANGO;1m-2m;F;1
2019;QUICHE;SAN JUAN COTZAL;1m-2m;F;4
2019;QUICHE;SAN MIGUEL USPANTÁN;1m-2m;F;2
2019;QUICHE;SANTA CRUZ DEL QUICHÉ;1m-2m;F;6
2019;QUICHE;ZACUALPA;1m-2m;F;3
2019;RETALHULEU;SAN FELIPE;1m-2m;F;1
2019;RETALHULEU;SAN SEBASTIÁN;1m-2m;F;1
2019;RETALHULEU;SANTA CRUZ MULÚA;1m-2m;F;2
2019;SACATEPEQUEZ;ALOTENANGO;1m-2m;F;3
2019;SACATEPEQUEZ;CIUDAD VIEJA;1m-2m;F;2
2019;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;1m-2m;F;1
2019;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;1m-2m;F;3
2019;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;1m-2m;F;1
2019;SAN MARCOS;AYUTLA;1m-2m;F;2
2019;SAN MARCOS;CATARINA;1m-2m;F;2
2019;SAN MARCOS;ESQUIPULAS PALO GORDO;1m-2m;F;1
2019;SAN MARCOS;NUEVO PROGRESO;1m-2m;F;1
2019;SAN MARCOS;SAN ANTONIO SACATEPÉQUEZ;1m-2m;F;4
2019;SAN MARCOS;SAN PABLO;1m-2m;F;3
2019;SAN MARCOS;SIPACAPA;1m-2m;F;1
2019;SANTA ROSA;CUILAPA;1m-2m;F;1
2019;SANTA ROSA;SANTA CRUZ NARANJO;1m-2m;F;1
2019;SANTA ROSA;TAXISCO;1m-2m;F;3
2019;SUCHITEPEQUEZ;PATULUL;1m-2m;F;1
2019;TOTONICAPAN;MOMOSTENANGO;1m-2m;F;3
2019;TOTONICAPAN;SAN BARTOLO;1m-2m;F;3
2019;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;1m-2m;F;11
2019;TOTONICAPAN;SAN FRANCISCO EL ALTO;1m-2m;F;3
2019;TOTONICAPAN;TOTONICAPÁN;1m-2m;F;9
2019;ZACAPA;GUALÁN;1m-2m;F;1
2019;ZACAPA;TECULUTÁN;1m-2m;F;1
2020;ALTA VERAPAZ;CAHABÓN;1m-2m;F;2
2020;ALTA VERAPAZ;CHAHAL;1m-2m;F;2
2020;ALTA VERAPAZ;CHISEC;1m-2m;F;1
2020;ALTA VERAPAZ;COBÁN;1m-2m;F;1
2020;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;1m-2m;F;2
2020;ALTA VERAPAZ;LANQUÍN;1m-2m;F;3
2020;ALTA VERAPAZ;LA TINTA;1m-2m;F;4
2020;ALTA VERAPAZ;PANZOS;1m-2m;F;1
2020;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;1m-2m;F;2
2020;ALTA VERAPAZ;SAN JUAN CHAMELCO;1m-2m;F;5
2020;ALTA VERAPAZ;SAN PEDRO CARCHÁ;1m-2m;F;5
2020;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;1m-2m;F;1
2020;ALTA VERAPAZ;TAMAHÚ;1m-2m;F;1
2020;ALTA VERAPAZ;TUCURÚ;1m-2m;F;1
2020;BAJA VERAPAZ;GRANADOS;1m-2m;F;1
2020;CHIMALTENANGO;ACATENANGO;1m-2m;F;1
2020;CHIMALTENANGO;CHIMALTENANGO;1m-2m;F;8
2020;CHIMALTENANGO;EL TEJAR;1m-2m;F;3
2020;CHIMALTENANGO;PATZÚN;1m-2m;F;3
2020;CHIMALTENANGO;SAN ANDRÉS ITZAPA;1m-2m;F;3
2020;CHIMALTENANGO;SAN JOSÉ POAQUIL;1m-2m;F;5
2020;CHIMALTENANGO;SAN JUAN COMALAPA;1m-2m;F;2
2020;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;1m-2m;F;2
2020;CHIMALTENANGO;SANTA APOLONIA;1m-2m;F;2
2020;CHIMALTENANGO;SANTA CRUZ BALANYÁ;1m-2m;F;7
2020;CHIMALTENANGO;TECPÁN GUATEMALA;1m-2m;F;17
2020;CHIMALTENANGO;YEPOCAPA;1m-2m;F;4
2020;CHIMALTENANGO;ZARAGOZA;1m-2m;F;3
2020;EL PETEN;FLORES;1m-2m;F;1
2020;EL PETEN;LA LIBERTAD;1m-2m;F;6
2020;EL PETEN;SAN BENITO;1m-2m;F;1
2020;EL PETEN;SAN LUIS;1m-2m;F;1
2020;EL PETEN;SAYAXCHÉ;1m-2m;F;7
2020;EL PROGRESO;SANARATE;1m-2m;F;2
2020;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;1m-2m;F;1
2020;ESCUINTLA;ESCUINTLA;1m-2m;F;2
2020;GUATEMALA;AMATITLÁN;1m-2m;F;1
2020;GUATEMALA;CHINAUTLA;1m-2m;F;3
2020;GUATEMALA;FRAIJANES;1m-2m;F;1
2020;GUATEMALA;GUATEMALA;1m-2m;F;25
2020;GUATEMALA;MIXCO;1m-2m;F;7
2020;GUATEMALA;PALENCIA;1m-2m;F;2
2020;GUATEMALA;SAN JOSÉ DEL GOLFO;1m-2m;F;1
2020;GUATEMALA;SAN JOSÉ PINULA;1m-2m;F;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;1m-2m;F;3
2020;GUATEMALA;SAN MIGUEL PETAPA;1m-2m;F;1
2020;GUATEMALA;SAN PEDRO AYAMPUC;1m-2m;F;1
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;1m-2m;F;1
2020;GUATEMALA;VILLA NUEVA;1m-2m;F;1
2020;HUEHUETENANGO;AGUACATÁN;1m-2m;F;51
2020;HUEHUETENANGO;BARILLAS;1m-2m;F;9
2020;HUEHUETENANGO;CHIANTLA;1m-2m;F;7
2020;HUEHUETENANGO;COLOTENANGO;1m-2m;F;4
2020;HUEHUETENANGO;CONCEPCIÓN HUISTA;1m-2m;F;1
2020;HUEHUETENANGO;CUILCO;1m-2m;F;1
2020;HUEHUETENANGO;HUEHUETENANGO;1m-2m;F;1
2020;HUEHUETENANGO;JACALTENANGO;1m-2m;F;1
2020;HUEHUETENANGO;LA DEMOCRACIA;1m-2m;F;4
2020;HUEHUETENANGO;LA LIBERTAD;1m-2m;F;6
2020;HUEHUETENANGO;MALACATANCITO;1m-2m;F;2
2020;HUEHUETENANGO;NENTÓN;1m-2m;F;6
2020;HUEHUETENANGO;SAN ANTONIO HUISTA;1m-2m;F;1
2020;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;1m-2m;F;1
2020;HUEHUETENANGO;SAN JUAN IXCOY;1m-2m;F;8
2020;HUEHUETENANGO;SAN MATEO IXTATÁN;1m-2m;F;5
2020;HUEHUETENANGO;SAN PEDRO NECTA;1m-2m;F;3
2020;HUEHUETENANGO;SAN PEDRO SOLOMA;1m-2m;F;1
2020;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;1m-2m;F;23
2020;HUEHUETENANGO;SAN SEBASTIÁN COATÁN;1m-2m;F;4
2020;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;1m-2m;F;23
2020;HUEHUETENANGO;SANTA BÁRBARA;1m-2m;F;1
2020;HUEHUETENANGO;SANTA EULALIA;1m-2m;F;5
2020;HUEHUETENANGO;TECTITÁN;1m-2m;F;4
2020;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;1m-2m;F;1
2020;HUEHUETENANGO;UNION CANTINIL;1m-2m;F;4
2020;IZABAL;EL ESTOR;1m-2m;F;1
2020;IZABAL;LOS AMATES;1m-2m;F;1
2020;IZABAL;MORALES;1m-2m;F;3
2020;JALAPA;MATAQUESCUINTLA;1m-2m;F;2
2020;JUTIAPA;ASUNCIÓN MITA;1m-2m;F;1
2020;JUTIAPA;ATESCATEMPA;1m-2m;F;2
2020;JUTIAPA;CONGUACO;1m-2m;F;2
2020;JUTIAPA;JUTIAPA;1m-2m;F;3
2020;JUTIAPA;SAN JOSÉ ACATEMPA;1m-2m;F;1
2020;JUTIAPA;YUPILTEPEQUE;1m-2m;F;3
2020;QUETZALTENANGO;CABRICÁN;1m-2m;F;30
2020;QUETZALTENANGO;CAJOLÁ;1m-2m;F;19
2020;QUETZALTENANGO;CANTEL;1m-2m;F;7
2020;QUETZALTENANGO;EL PALMAR;1m-2m;F;2
2020;QUETZALTENANGO;FLORES COSTA CUCA;1m-2m;F;1
2020;QUETZALTENANGO;OLINTEPEQUE;1m-2m;F;4
2020;QUETZALTENANGO;PALESTINA DE LOS ALTOS;1m-2m;F;1
2020;QUETZALTENANGO;QUETZALTENANGO;1m-2m;F;11
2020;QUETZALTENANGO;SALCAJÁ;1m-2m;F;1
2020;QUETZALTENANGO;SAN CARLOS SIJA;1m-2m;F;1
2020;QUETZALTENANGO;SAN FRANCISCO LA UNIÓN;1m-2m;F;1
2020;QUETZALTENANGO;SAN JUAN OSTUNCALCO;1m-2m;F;12
2020;QUETZALTENANGO;SAN MARTÍN SACATEPÉQUEZ;1m-2m;F;6
2020;QUETZALTENANGO;SAN MATEO;1m-2m;F;3
2020;QUETZALTENANGO;ZUNIL;1m-2m;F;9
2020;QUICHE;CANILLÁ;1m-2m;F;1
2020;QUICHE;CHAJUL;1m-2m;F;12
2020;QUICHE;CHICAMÁN;1m-2m;F;2
2020;QUICHE;CHICHÉ;1m-2m;F;3
2020;QUICHE;CHICHICASTENANGO;1m-2m;F;6
2020;QUICHE;CUNÉN;1m-2m;F;2
2020;QUICHE;IXCÁN;1m-2m;F;1
2020;QUICHE;NEBAJ;1m-2m;F;11
2020;QUICHE;SAN ANTONIO ILOTENANGO;1m-2m;F;4
2020;QUICHE;SANTA CRUZ DEL QUICHÉ;1m-2m;F;3
2020;QUICHE;ZACUALPA;1m-2m;F;4
2020;RETALHULEU;NUEVO SAN CARLOS;1m-2m;F;1
2020;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;1m-2m;F;1
2020;SACATEPEQUEZ;CIUDAD VIEJA;1m-2m;F;2
2020;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;1m-2m;F;1
2020;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;1m-2m;F;1
2020;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;1m-2m;F;1
2020;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;1m-2m;F;1
2020;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;1m-2m;F;1
2020;SAN MARCOS;AYUTLA;1m-2m;F;3
2020;SAN MARCOS;ESQUIPULAS PALO GORDO;1m-2m;F;4
2020;SAN MARCOS;MALACATÁN;1m-2m;F;6
2020;SAN MARCOS;NUEVO PROGRESO;1m-2m;F;1
2020;SAN MARCOS;SAN ANTONIO SACATEPÉQUEZ;1m-2m;F;1
2020;SAN MARCOS;SAN CRISTÓBAL CUCHO;1m-2m;F;1
2020;SAN MARCOS;TAJUMULCO;1m-2m;F;1
2020;SANTA ROSA;CASILLAS;1m-2m;F;1
2020;SANTA ROSA;CUILAPA;1m-2m;F;3
2020;SANTA ROSA;GUAZACAPÁN;1m-2m;F;1
2020;SANTA ROSA;NUEVA SANTA ROSA;1m-2m;F;2
2020;SANTA ROSA;ORATORIO;1m-2m;F;1
