Año;Departamento;Municipio;CIE-10;Diagnóstico;GrupoEtario;Sexo;Casos
2020;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;I:78;Enfermedades de los vasos capilares;< 1 mes;F;1
2020;ALTA VERAPAZ;SAN PEDRO CARCHÁ;I:46;Paro cardíaco;< 1 mes;F;1
2020;BAJA VERAPAZ;CUBULCO;I:50;Insuficiencia cardíaca;< 1 mes;F;1
2020;CHIMALTENANGO;POCHUTA;J:45;Asma;< 1 mes;F;3
2020;CHIMALTENANGO;SAN JUAN COMALAPA;E:14;Diabetes mellitus, no especificada;< 1 mes;F;1
2020;CHIQUIMULA;CHIQUIMULA;I:00;Fiebre reumática sin mención de complicación cardíaca;< 1 mes;F;1
2020;CHIQUIMULA;CHIQUIMULA;I:47;Taquicardia paroxística;< 1 mes;F;1
2020;EL PETEN;DOLORES;J:45;Asma;< 1 mes;F;1
2020;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;< 1 mes;F;1
2020;EL PETEN;SAN BENITO;J:45;Asma;< 1 mes;F;1
2020;EL PETEN;SAYAXCHÉ;J:45;Asma;< 1 mes;F;1
2020;EL PROGRESO;SANARATE;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;GUATEMALA;CHINAUTLA;I:67;Otras enfermedades cerebrovasculares;< 1 mes;F;1
2020;GUATEMALA;GUATEMALA;C:56;Tumor maligno del ovario;< 1 mes;F;1
2020;GUATEMALA;GUATEMALA;C:69;Tumor maligno del ojo y sus anexos;< 1 mes;F;1
2020;GUATEMALA;GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;2
2020;GUATEMALA;MIXCO;E:11;Diabetes mellitus no insulinodependiente;< 1 mes;F;1
2020;GUATEMALA;MIXCO;I:10;Hipertensión esencial (primaria);< 1 mes;F;2
2020;GUATEMALA;SAN JOSÉ PINULA;J:45;Asma;< 1 mes;F;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;J:45;Asma;< 1 mes;F;1
2020;GUATEMALA;SAN RAYMUNDO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;HUEHUETENANGO;BARILLAS;D:07;Carcinoma in situ de otros órganos genitales y de los no especificados;< 1 mes;F;1
2020;HUEHUETENANGO;HUEHUETENANGO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;IZABAL;LIVINGSTON;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;IZABAL;LOS AMATES;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;IZABAL;PUERTO BARRIOS;I:52;Otros trastornos cardíacos en enfermedades clasificadas en otra parte;< 1 mes;F;2
2020;IZABAL;PUERTO BARRIOS;J:45;Asma;< 1 mes;F;3
2020;JALAPA;JALAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;JALAPA;JALAPA;J:45;Asma;< 1 mes;F;2
2020;JUTIAPA;ASUNCIÓN MITA;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;JUTIAPA;ASUNCIÓN MITA;J:45;Asma;< 1 mes;F;1
2020;JUTIAPA;JUTIAPA;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;JUTIAPA;JUTIAPA;J:45;Asma;< 1 mes;F;2
2020;QUETZALTENANGO;EL PALMAR;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;QUICHE;CHICHÉ;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;QUICHE;IXCÁN;J:45;Asma;< 1 mes;F;1
2020;QUICHE;SAN MIGUEL USPANTÁN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;RETALHULEU;SAN SEBASTIÁN;I:00;Fiebre reumática sin mención de complicación cardíaca;< 1 mes;F;1
2020;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:33;Endocarditis aguda y subaguda;< 1 mes;F;2
2020;SAN MARCOS;CONCEPCIÓN TUTUAPA;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;SAN MARCOS;SAN PABLO;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;SANTA ROSA;BARBERENA;I:00;Fiebre reumática sin mención de complicación cardíaca;< 1 mes;F;1
2020;SANTA ROSA;BARBERENA;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;SANTA ROSA;CHIQUIMULILLA;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;SANTA ROSA;CUILAPA;I:20;Angina de pecho;< 1 mes;F;1
2020;SANTA ROSA;CUILAPA;I:27;Otras enfermedades cardiopulmonares;< 1 mes;F;18
2020;SANTA ROSA;CUILAPA;I:60;Hemorragia subaracnoidea;< 1 mes;F;1
2020;SANTA ROSA;CUILAPA;I:61;Hemorragia intraencefálica;< 1 mes;F;4
2020;SANTA ROSA;CUILAPA;I:88;Linfadenitis inespecífica;< 1 mes;F;1
2020;SANTA ROSA;NUEVA SANTA ROSA;I:67;Otras enfermedades cerebrovasculares;< 1 mes;F;1
2020;SANTA ROSA;SANTA MARÍA IXHUATÁN;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;SOLOLA;SANTA LUCÍA UTATLÁN;I:10;Hipertensión esencial (primaria);< 1 mes;F;1
2020;TOTONICAPAN;SAN ANDRÉS XECUL;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;F;1
2020;ZACAPA;ZACAPA;I:67;Otras enfermedades cerebrovasculares;< 1 mes;F;1
2020;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;J:45;Asma;< 1 mes;M;1
2020;ALTA VERAPAZ;PANZOS;I:21;Infarto agudo del miocardio;< 1 mes;M;1
2020;BAJA VERAPAZ;RABINAL;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;BAJA VERAPAZ;SALAMÁ;I:38;Endocarditis, válvula no especificada;< 1 mes;M;1
2020;BAJA VERAPAZ;SALAMÁ;I:46;Paro cardíaco;< 1 mes;M;1
2020;BAJA VERAPAZ;SALAMÁ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;2
2020;CHIMALTENANGO;CHIMALTENANGO;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;EL PETEN;LA LIBERTAD;I:27;Otras enfermedades cardiopulmonares;< 1 mes;M;1
2020;EL PETEN;LA LIBERTAD;J:45;Asma;< 1 mes;M;1
2020;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;< 1 mes;M;1
2020;EL PETEN;SAN JOSÉ;J:44;Otras enfermedades pulmonares obstructivas crónicas;< 1 mes;M;2
2020;EL PETEN;SAYAXCHÉ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2020;ESCUINTLA;LA DEMOCRACIA;I:95;Hipotensión;< 1 mes;M;1
2020;GUATEMALA;GUATEMALA;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;GUATEMALA;GUATEMALA;I:46;Paro cardíaco;< 1 mes;M;1
2020;GUATEMALA;MIXCO;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;GUATEMALA;SAN JOSÉ DEL GOLFO;N:18;Insuficiencia renal crónica;< 1 mes;M;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;J:45;Asma;< 1 mes;M;2
2020;GUATEMALA;VILLA CANALES;E:14;Diabetes mellitus, no especificada;< 1 mes;M;1
2020;GUATEMALA;VILLA NUEVA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2020;GUATEMALA;VILLA NUEVA;J:45;Asma;< 1 mes;M;1
2020;HUEHUETENANGO;AGUACATÁN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2020;HUEHUETENANGO;JACALTENANGO;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;HUEHUETENANGO;LA DEMOCRACIA;I:84;Hemorroides;< 1 mes;M;1
2020;IZABAL;MORALES;J:45;Asma;< 1 mes;M;1
2020;IZABAL;PUERTO BARRIOS;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;2
2020;IZABAL;PUERTO BARRIOS;J:45;Asma;< 1 mes;M;2
2020;JALAPA;JALAPA;I:52;Otros trastornos cardíacos en enfermedades clasificadas en otra parte;< 1 mes;M;1
2020;JALAPA;JALAPA;J:45;Asma;< 1 mes;M;1
2020;JUTIAPA;JUTIAPA;J:45;Asma;< 1 mes;M;2
2020;JUTIAPA;YUPILTEPEQUE;J:45;Asma;< 1 mes;M;1
2020;QUETZALTENANGO;SAN CARLOS SIJA;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;QUICHE;CANILLÁ;I:46;Paro cardíaco;< 1 mes;M;1
2020;QUICHE;NEBAJ;J:45;Asma;< 1 mes;M;1
2020;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:50;Insuficiencia cardíaca;< 1 mes;M;1
2020;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2020;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:61;Hemorragia intraencefálica;< 1 mes;M;1
2020;SAN MARCOS;TEJUTLA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2020;SANTA ROSA;BARBERENA;I:46;Paro cardíaco;< 1 mes;M;1
2020;SANTA ROSA;CUILAPA;I:27;Otras enfermedades cardiopulmonares;< 1 mes;M;17
2020;SANTA ROSA;CUILAPA;I:30;Pericarditis aguda;< 1 mes;M;1
2020;SANTA ROSA;CUILAPA;I:31;Otras enfermedades del pericardio;< 1 mes;M;1
2020;SANTA ROSA;CUILAPA;I:42;Cardiomiopatía;< 1 mes;M;1
2020;SANTA ROSA;CUILAPA;I:60;Hemorragia subaracnoidea;< 1 mes;M;1
2020;SANTA ROSA;CUILAPA;I:61;Hemorragia intraencefálica;< 1 mes;M;11
2020;SANTA ROSA;ORATORIO;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2020;SOLOLA;SAN PABLO LA LAGUNA;I:49;Otras arritmias cardíacas;< 1 mes;M;1
2020;TOTONICAPAN;SAN ANDRÉS XECUL;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;2
2020;ALTA VERAPAZ;CHAHAL;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;F;1
2020;ALTA VERAPAZ;COBÁN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2020;ALTA VERAPAZ;LANQUÍN;J:45;Asma;1m a < 2m;F;1
2020;ALTA VERAPAZ;SAN PEDRO CARCHÁ;J:45;Asma;1m a < 2m;F;1
2020;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;J:45;Asma;1m a < 2m;F;1
2020;CHIMALTENANGO;POCHUTA;J:45;Asma;1m a < 2m;F;1
2020;CHIMALTENANGO;SAN JUAN COMALAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2020;CHIQUIMULA;OLOPA;J:45;Asma;1m a < 2m;F;1
2020;EL PETEN;LA LIBERTAD;J:45;Asma;1m a < 2m;F;1
2020;EL PETEN;MELCHOR DE MENCOS;J:45;Asma;1m a < 2m;F;1
2020;EL PETEN;SAN BENITO;I:62;Otras hemorragias intracraneales no traumáticas;1m a < 2m;F;1
2020;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;F;1
2020;ESCUINTLA;PUERTO DE SAN JOSÉ;E:14;Diabetes mellitus, no especificada;1m a < 2m;F;1
2020;ESCUINTLA;PUERTO DE SAN JOSÉ;J:45;Asma;1m a < 2m;F;1
2020;GUATEMALA;AMATITLÁN;C:84;Linfoma de células T, periférico y cutáneo;1m a < 2m;F;1
2020;GUATEMALA;FRAIJANES;I:22;Infarto subsecuente del miocardio;1m a < 2m;F;1
2020;GUATEMALA;GUATEMALA;E:14;Diabetes mellitus, no especificada;1m a < 2m;F;1
2020;GUATEMALA;GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;2
2020;GUATEMALA;GUATEMALA;J:45;Asma;1m a < 2m;F;2
2020;GUATEMALA;MIXCO;E:14;Diabetes mellitus, no especificada;1m a < 2m;F;1
2020;GUATEMALA;MIXCO;I:45;Otros trastornos de la conducción;1m a < 2m;F;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;J:45;Asma;1m a < 2m;F;1
2020;GUATEMALA;SAN PEDRO AYAMPUC;J:45;Asma;1m a < 2m;F;1
2020;GUATEMALA;VILLA NUEVA;N:19;Insuficiencia renal no especificada;1m a < 2m;F;1
2020;HUEHUETENANGO;BARILLAS;J:45;Asma;1m a < 2m;F;1
2020;IZABAL;PUERTO BARRIOS;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2020;IZABAL;PUERTO BARRIOS;J:45;Asma;1m a < 2m;F;5
2020;JALAPA;JALAPA;J:45;Asma;1m a < 2m;F;1
2020;JUTIAPA;JUTIAPA;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2020;JUTIAPA;JUTIAPA;J:45;Asma;1m a < 2m;F;6
2020;JUTIAPA;YUPILTEPEQUE;I:42;Cardiomiopatía;1m a < 2m;F;1
2020;JUTIAPA;YUPILTEPEQUE;I:88;Linfadenitis inespecífica;1m a < 2m;F;1
2020;JUTIAPA;YUPILTEPEQUE;J:45;Asma;1m a < 2m;F;3
2020;QUETZALTENANGO;CAJOLÁ;I:37;Trastornos de la válvula pulmonar;1m a < 2m;F;1
2020;QUETZALTENANGO;COATEPEQUE;N:18;Insuficiencia renal crónica;1m a < 2m;F;2
2020;QUETZALTENANGO;QUETZALTENANGO;E:14;Diabetes mellitus, no especificada;1m a < 2m;F;1
2020;SAN MARCOS;PAJAPITA;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2020;SAN MARCOS;SAN MIGUEL IXTAHUACÁN;N:18;Insuficiencia renal crónica;1m a < 2m;F;1
2020;SANTA ROSA;BARBERENA;I:49;Otras arritmias cardíacas;1m a < 2m;F;1
2020;SANTA ROSA;CUILAPA;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2020;SANTA ROSA;CUILAPA;I:46;Paro cardíaco;1m a < 2m;F;1
2020;SANTA ROSA;CUILAPA;I:50;Insuficiencia cardíaca;1m a < 2m;F;1
2020;SANTA ROSA;CUILAPA;I:61;Hemorragia intraencefálica;1m a < 2m;F;1
2020;SOLOLA;SOLOLÁ;I:50;Insuficiencia cardíaca;1m a < 2m;F;1
2020;SUCHITEPEQUEZ;SAN ANTONIO SUCHITEPÉQUEZ;J:45;Asma;1m a < 2m;F;1
2020;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;I:88;Linfadenitis inespecífica;1m a < 2m;F;1
2020;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;J:45;Asma;1m a < 2m;M;1
2020;ALTA VERAPAZ;SAN PEDRO CARCHÁ;J:45;Asma;1m a < 2m;M;1
2020;BAJA VERAPAZ;CUBULCO;J:45;Asma;1m a < 2m;M;1
2020;BAJA VERAPAZ;SALAMÁ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2020;BAJA VERAPAZ;SALAMÁ;J:45;Asma;1m a < 2m;M;2
2020;CHIMALTENANGO;PATZÚN;J:45;Asma;1m a < 2m;M;1
2020;CHIQUIMULA;CHIQUIMULA;I:62;Otras hemorragias intracraneales no traumáticas;1m a < 2m;M;1
2020;CHIQUIMULA;OLOPA;J:45;Asma;1m a < 2m;M;1
2020;EL PETEN;FLORES;I:88;Linfadenitis inespecífica;1m a < 2m;M;1
2020;EL PETEN;LA LIBERTAD;J:45;Asma;1m a < 2m;M;1
2020;EL PETEN;LAS CRUCES;I:50;Insuficiencia cardíaca;1m a < 2m;M;1
2020;EL PETEN;MELCHOR DE MENCOS;J:45;Asma;1m a < 2m;M;1
2020;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2020;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;M;1
2020;EL PETEN;SAN JOSÉ;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;M;1
2020;EL PETEN;SAYAXCHÉ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2020;ESCUINTLA;PUERTO DE SAN JOSÉ;J:45;Asma;1m a < 2m;M;2
2020;GUATEMALA;FRAIJANES;I:22;Infarto subsecuente del miocardio;1m a < 2m;M;1
2020;GUATEMALA;GUATEMALA;I:42;Cardiomiopatía;1m a < 2m;M;1
2020;GUATEMALA;GUATEMALA;I:49;Otras arritmias cardíacas;1m a < 2m;M;1
2020;GUATEMALA;GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2020;GUATEMALA;MIXCO;J:45;Asma;1m a < 2m;M;2
2020;GUATEMALA;SAN JOSÉ DEL GOLFO;I:00;Fiebre reumática sin mención de complicación cardíaca;1m a < 2m;M;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;C:30;Tumor maligno de las fosas nasales y del oído medio;1m a < 2m;M;1
2020;GUATEMALA;SAN JUAN SACATEPÉQUEZ;J:45;Asma;1m a < 2m;M;4
2020;GUATEMALA;VILLA NUEVA;I:01;Fiebre reumática con complicación cardíaca;1m a < 2m;M;1
2020;GUATEMALA;VILLA NUEVA;I:49;Otras arritmias cardíacas;1m a < 2m;M;1
2020;IZABAL;MORALES;I:08;Enfermedades valvulares múltiples;1m a < 2m;M;1
2020;IZABAL;PUERTO BARRIOS;J:45;Asma;1m a < 2m;M;7
2020;JALAPA;JALAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2020;JALAPA;JALAPA;J:45;Asma;1m a < 2m;M;1
2020;JALAPA;SAN CARLOS ALZATATE;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2020;JUTIAPA;JUTIAPA;J:45;Asma;1m a < 2m;M;9
2020;JUTIAPA;YUPILTEPEQUE;J:45;Asma;1m a < 2m;M;2
2020;JUTIAPA;ZAPOTITLÁN;J:45;Asma;1m a < 2m;M;1
2020;QUETZALTENANGO;COATEPEQUE;I:09;Otras enfermedades reumáticas del corazón;1m a < 2m;M;1
2020;QUICHE;IXCÁN;J:45;Asma;1m a < 2m;M;1
2020;QUICHE;SAN ANTONIO ILOTENANGO;I:13;Enfermedad cardiorrenal hipertensiva;1m a < 2m;M;1
2020;RETALHULEU;SANTA CRUZ MULÚA;I:46;Paro cardíaco;1m a < 2m;M;1
2020;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;3
2020;SAN MARCOS;NUEVO PROGRESO;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;1m a < 2m;M;1
2020;SAN MARCOS;OCÓS;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2020;SAN MARCOS;SAN PABLO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2020;SANTA ROSA;CUILAPA;C:17;Tumor maligno del intestino delgado;1m a < 2m;M;1
2020;SANTA ROSA;CUILAPA;I:20;Angina de pecho;1m a < 2m;M;1
2020;SANTA ROSA;CUILAPA;I:78;Enfermedades de los vasos capilares;1m a < 2m;M;1
2020;TOTONICAPAN;SAN BARTOLO;I:88;Linfadenitis inespecífica;1m a < 2m;M;1
2020;ZACAPA;ZACAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;2
2020;ALTA VERAPAZ;CAHABÓN;J:45;Asma;2m a < 1 año;F;2
2020;ALTA VERAPAZ;CHAHAL;J:44;Otras enfermedades pulmonares obstructivas crónicas;2m a < 1 año;F;1
2020;ALTA VERAPAZ;CHAHAL;J:45;Asma;2m a < 1 año;F;3
2020;ALTA VERAPAZ;CHISEC;J:45;Asma;2m a < 1 año;F;5
2020;ALTA VERAPAZ;COBÁN;J:45;Asma;2m a < 1 año;F;1
2020;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;J:45;Asma;2m a < 1 año;F;18
2020;ALTA VERAPAZ;LANQUÍN;J:45;Asma;2m a < 1 año;F;8
2020;ALTA VERAPAZ;LA TINTA;J:45;Asma;2m a < 1 año;F;1
2020;ALTA VERAPAZ;PANZOS;J:45;Asma;2m a < 1 año;F;2
2020;ALTA VERAPAZ;RAXRUHA;J:45;Asma;2m a < 1 año;F;3
2020;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;J:45;Asma;2m a < 1 año;F;6
2020;ALTA VERAPAZ;SAN JUAN CHAMELCO;C:69;Tumor maligno del ojo y sus anexos;2m a < 1 año;F;1
2020;ALTA VERAPAZ;SAN JUAN CHAMELCO;J:45;Asma;2m a < 1 año;F;3
2020;ALTA VERAPAZ;SAN PEDRO CARCHÁ;J:45;Asma;2m a < 1 año;F;10
2020;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;J:45;Asma;2m a < 1 año;F;3
2020;ALTA VERAPAZ;SENAHÚ;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;2m a < 1 año;F;1
2020;ALTA VERAPAZ;SENAHÚ;J:45;Asma;2m a < 1 año;F;3
2020;BAJA VERAPAZ;PURULHÁ;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;BAJA VERAPAZ;SALAMÁ;C:84;Linfoma de células T, periférico y cutáneo;2m a < 1 año;F;2
2020;BAJA VERAPAZ;SALAMÁ;I:78;Enfermedades de los vasos capilares;2m a < 1 año;F;1
2020;BAJA VERAPAZ;SALAMÁ;I:82;Otras embolias y trombosis venosas;2m a < 1 año;F;1
2020;BAJA VERAPAZ;SALAMÁ;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;2m a < 1 año;F;1
2020;BAJA VERAPAZ;SALAMÁ;J:45;Asma;2m a < 1 año;F;8
2020;BAJA VERAPAZ;SAN JERÓNIMO;J:45;Asma;2m a < 1 año;F;1
2020;CHIMALTENANGO;ACATENANGO;I:42;Cardiomiopatía;2m a < 1 año;F;2
2020;CHIMALTENANGO;PATZÚN;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;CHIMALTENANGO;POCHUTA;J:45;Asma;2m a < 1 año;F;7
2020;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;J:45;Asma;2m a < 1 año;F;1
2020;CHIQUIMULA;CAMOTÁN;J:45;Asma;2m a < 1 año;F;8
2020;CHIQUIMULA;CHIQUIMULA;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;CHIQUIMULA;ESQUIPULAS;J:44;Otras enfermedades pulmonares obstructivas crónicas;2m a < 1 año;F;2
2020;CHIQUIMULA;ESQUIPULAS;J:45;Asma;2m a < 1 año;F;8
2020;CHIQUIMULA;IPALA;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;CHIQUIMULA;JOCOTÁN;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;CHIQUIMULA;JOCOTÁN;J:45;Asma;2m a < 1 año;F;4
2020;CHIQUIMULA;OLOPA;J:45;Asma;2m a < 1 año;F;13
2020;CHIQUIMULA;QUETZALTEPEQUE;J:45;Asma;2m a < 1 año;F;6
2020;CHIQUIMULA;SAN JACINTO;J:45;Asma;2m a < 1 año;F;1
2020;CHIQUIMULA;SAN JUAN LA ERMITA;J:45;Asma;2m a < 1 año;F;4
2020;EL PETEN;EL CHAL;J:45;Asma;2m a < 1 año;F;2
2020;EL PETEN;FLORES;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;2m a < 1 año;F;1
2020;EL PETEN;FLORES;J:45;Asma;2m a < 1 año;F;11
2020;EL PETEN;LA LIBERTAD;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;2m a < 1 año;F;1
2020;EL PETEN;LA LIBERTAD;J:45;Asma;2m a < 1 año;F;10
2020;EL PETEN;LA LIBERTAD;N:19;Insuficiencia renal no especificada;2m a < 1 año;F;1
2020;EL PETEN;LAS CRUCES;J:45;Asma;2m a < 1 año;F;1
2020;EL PETEN;MELCHOR DE MENCOS;E:14;Diabetes mellitus, no especificada;2m a < 1 año;F;1
2020;EL PETEN;MELCHOR DE MENCOS;J:45;Asma;2m a < 1 año;F;26
2020;EL PETEN;POPTÚN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;2m a < 1 año;F;1
2020;EL PETEN;POPTÚN;J:45;Asma;2m a < 1 año;F;7
2020;EL PETEN;SAN ANDRÉS;J:45;Asma;2m a < 1 año;F;1
2020;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;2m a < 1 año;F;1
2020;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;2m a < 1 año;F;1
2020;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;2m a < 1 año;F;18
2020;EL PETEN;SAN FRANCISCO;J:45;Asma;2m a < 1 año;F;2
2020;EL PETEN;SAN JOSÉ;J:44;Otras enfermedades pulmonares obstructivas crónicas;2m a < 1 año;F;5
2020;EL PETEN;SAN LUIS;J:45;Asma;2m a < 1 año;F;13
2020;EL PETEN;SANTA ANA;J:45;Asma;2m a < 1 año;F;2
2020;EL PETEN;SAYAXCHÉ;J:45;Asma;2m a < 1 año;F;11
2020;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;I:50;Insuficiencia cardíaca;2m a < 1 año;F;1
2020;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;J:45;Asma;2m a < 1 año;F;1
2020;EL PROGRESO;SAN ANTONIO LA PAZ;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;EL PROGRESO;SANARATE;J:45;Asma;2m a < 1 año;F;1
2020;EL PROGRESO;SANSARE;J:45;Asma;2m a < 1 año;F;1
2020;ESCUINTLA;GUANAGAZAPA;I:84;Hemorroides;2m a < 1 año;F;1
2020;ESCUINTLA;LA DEMOCRACIA;J:45;Asma;2m a < 1 año;F;1
2020;ESCUINTLA;LA GOMERA;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;ESCUINTLA;LA GOMERA;J:45;Asma;2m a < 1 año;F;1
2020;ESCUINTLA;MASAGUA;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;ESCUINTLA;MASAGUA;J:45;Asma;2m a < 1 año;F;4
2020;ESCUINTLA;NUEVA CONCEPCIÓN;E:14;Diabetes mellitus, no especificada;2m a < 1 año;F;1
2020;ESCUINTLA;NUEVA CONCEPCIÓN;J:45;Asma;2m a < 1 año;F;1
2020;ESCUINTLA;PUERTO DE SAN JOSÉ;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2020;ESCUINTLA;PUERTO DE SAN JOSÉ;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;2m a < 1 año;F;2
2020;ESCUINTLA;PUERTO DE SAN JOSÉ;J:45;Asma;2m a < 1 año;F;6
2020;ESCUINTLA;SAN VICENTE PACAYA;J:45;Asma;2m a < 1 año;F;2
