Año;Departamento;Municipio;CIE-10;Diagnóstico;GrupoEtario;Sexo;Casos
2020;GUATEMALA;SAN PEDRO AYAMPUC;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;4
2020;GUATEMALA;SAN PEDRO AYAMPUC;I:10;Hipertensión esencial (primaria);30 a 34 años;F;20
2020;GUATEMALA;SAN PEDRO AYAMPUC;I:64;Accidente vascular encefálico agudo, no especificado como hemorrágico o  isquémico;30 a 34 años;F;1
2020;GUATEMALA;SAN PEDRO AYAMPUC;I:87;Otros trastornos de las venas;30 a 34 años;F;2
2020;GUATEMALA;SAN PEDRO AYAMPUC;J:45;Asma;30 a 34 años;F;4
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;1
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;I:10;Hipertensión esencial (primaria);30 a 34 años;F;13
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;I:84;Hemorroides;30 a 34 años;F;1
2020;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;J:45;Asma;30 a 34 años;F;3
2020;GUATEMALA;SAN RAYMUNDO;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;4
2020;GUATEMALA;SAN RAYMUNDO;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;5
2020;GUATEMALA;SAN RAYMUNDO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;2
2020;GUATEMALA;SAN RAYMUNDO;J:45;Asma;30 a 34 años;F;5
2020;GUATEMALA;SANTA CATARINA PINULA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;9
2020;GUATEMALA;SANTA CATARINA PINULA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;6
2020;GUATEMALA;SANTA CATARINA PINULA;I:84;Hemorroides;30 a 34 años;F;3
2020;GUATEMALA;SANTA CATARINA PINULA;J:45;Asma;30 a 34 años;F;5
2020;GUATEMALA;VILLA CANALES;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;10
2020;GUATEMALA;VILLA CANALES;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;48
2020;GUATEMALA;VILLA CANALES;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;1
2020;GUATEMALA;VILLA CANALES;I:02;Corea reumática;30 a 34 años;F;1
2020;GUATEMALA;VILLA CANALES;I:10;Hipertensión esencial (primaria);30 a 34 años;F;50
2020;GUATEMALA;VILLA CANALES;I:11;Enfermedad cardíaca hipertensiva;30 a 34 años;F;2
2020;GUATEMALA;VILLA CANALES;I:82;Otras embolias y trombosis venosas;30 a 34 años;F;1
2020;GUATEMALA;VILLA CANALES;I:84;Hemorroides;30 a 34 años;F;1
2020;GUATEMALA;VILLA CANALES;I:87;Otros trastornos de las venas;30 a 34 años;F;5
2020;GUATEMALA;VILLA CANALES;J:45;Asma;30 a 34 años;F;9
2020;GUATEMALA;VILLA CANALES;N:18;Insuficiencia renal crónica;30 a 34 años;F;2
2020;GUATEMALA;VILLA CANALES;N:19;Insuficiencia renal no especificada;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;E:13;Otras diabetes mellitus especificadas;30 a 34 años;F;3
2020;GUATEMALA;VILLA NUEVA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;66
2020;GUATEMALA;VILLA NUEVA;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;4
2020;GUATEMALA;VILLA NUEVA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;63
2020;GUATEMALA;VILLA NUEVA;I:11;Enfermedad cardíaca hipertensiva;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;30 a 34 años;F;5
2020;GUATEMALA;VILLA NUEVA;I:64;Accidente vascular encefálico agudo, no especificado como hemorrágico o  isquémico;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;I:84;Hemorroides;30 a 34 años;F;4
2020;GUATEMALA;VILLA NUEVA;I:86;Várices de otros sitios;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;I:87;Otros trastornos de las venas;30 a 34 años;F;2
2020;GUATEMALA;VILLA NUEVA;I:88;Linfadenitis inespecífica;30 a 34 años;F;5
2020;GUATEMALA;VILLA NUEVA;I:95;Hipotensión;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;I:99;Otros trastornos y los no especificados del sistema circulatorio;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;J:44;Otras enfermedades pulmonares obstructivas crónicas;30 a 34 años;F;1
2020;GUATEMALA;VILLA NUEVA;J:45;Asma;30 a 34 años;F;1
2020;HUEHUETENANGO;AGUACATÁN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;HUEHUETENANGO;AGUACATÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;HUEHUETENANGO;AGUACATÁN;I:15;Hipertensión secundaria;30 a 34 años;F;1
2020;HUEHUETENANGO;AGUACATÁN;I:46;Paro cardíaco;30 a 34 años;F;1
2020;HUEHUETENANGO;AGUACATÁN;I:84;Hemorroides;30 a 34 años;F;1
2020;HUEHUETENANGO;AGUACATÁN;J:45;Asma;30 a 34 años;F;2
2020;HUEHUETENANGO;BARILLAS;C:50;Tumor maligno de la mama;30 a 34 años;F;1
2020;HUEHUETENANGO;BARILLAS;C:54;Tumor maligno del cuerpo del útero;30 a 34 años;F;1
2020;HUEHUETENANGO;BARILLAS;D:05;Carcinoma in situ de la mama;30 a 34 años;F;3
2020;HUEHUETENANGO;BARILLAS;E:12;Diabetes mellitus asociada con desnutrición;30 a 34 años;F;4
2020;HUEHUETENANGO;BARILLAS;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;1
2020;HUEHUETENANGO;BARILLAS;I:10;Hipertensión esencial (primaria);30 a 34 años;F;40
2020;HUEHUETENANGO;BARILLAS;I:46;Paro cardíaco;30 a 34 años;F;1
2020;HUEHUETENANGO;BARILLAS;I:86;Várices de otros sitios;30 a 34 años;F;1
2020;HUEHUETENANGO;BARILLAS;J:45;Asma;30 a 34 años;F;3
2020;HUEHUETENANGO;CHIANTLA;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;2
2020;HUEHUETENANGO;CHIANTLA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;5
2020;HUEHUETENANGO;CHIANTLA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;6
2020;HUEHUETENANGO;CHIANTLA;I:11;Enfermedad cardíaca hipertensiva;30 a 34 años;F;3
2020;HUEHUETENANGO;CHIANTLA;I:84;Hemorroides;30 a 34 años;F;2
2020;HUEHUETENANGO;CHIANTLA;J:45;Asma;30 a 34 años;F;4
2020;HUEHUETENANGO;COLOTENANGO;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;2
2020;HUEHUETENANGO;COLOTENANGO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;3
2020;HUEHUETENANGO;COLOTENANGO;N:19;Insuficiencia renal no especificada;30 a 34 años;F;1
2020;HUEHUETENANGO;CONCEPCIÓN HUISTA;E:10;Diabetes mellitus insulinodependiente;30 a 34 años;F;1
2020;HUEHUETENANGO;CONCEPCIÓN HUISTA;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;1
2020;HUEHUETENANGO;CONCEPCIÓN HUISTA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;HUEHUETENANGO;CONCEPCIÓN HUISTA;I:84;Hemorroides;30 a 34 años;F;1
2020;HUEHUETENANGO;CUILCO;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;10
2020;HUEHUETENANGO;CUILCO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;11
2020;HUEHUETENANGO;CUILCO;I:86;Várices de otros sitios;30 a 34 años;F;1
2020;HUEHUETENANGO;CUILCO;I:95;Hipotensión;30 a 34 años;F;2
2020;HUEHUETENANGO;HUEHUETENANGO;C:50;Tumor maligno de la mama;30 a 34 años;F;1
2020;HUEHUETENANGO;HUEHUETENANGO;C:52;Tumor maligno de la vagina;30 a 34 años;F;1
2020;HUEHUETENANGO;HUEHUETENANGO;E:10;Diabetes mellitus insulinodependiente;30 a 34 años;F;2
2020;HUEHUETENANGO;HUEHUETENANGO;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;3
2020;HUEHUETENANGO;HUEHUETENANGO;E:13;Otras diabetes mellitus especificadas;30 a 34 años;F;25
2020;HUEHUETENANGO;HUEHUETENANGO;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;21
2020;HUEHUETENANGO;HUEHUETENANGO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;70
2020;HUEHUETENANGO;HUEHUETENANGO;I:15;Hipertensión secundaria;30 a 34 años;F;15
2020;HUEHUETENANGO;HUEHUETENANGO;I:47;Taquicardia paroxística;30 a 34 años;F;1
2020;HUEHUETENANGO;HUEHUETENANGO;I:50;Insuficiencia cardíaca;30 a 34 años;F;2
2020;HUEHUETENANGO;HUEHUETENANGO;I:52;Otros trastornos cardíacos en enfermedades clasificadas en otra parte;30 a 34 años;F;1
2020;HUEHUETENANGO;HUEHUETENANGO;I:84;Hemorroides;30 a 34 años;F;2
2020;HUEHUETENANGO;HUEHUETENANGO;J:45;Asma;30 a 34 años;F;13
2020;HUEHUETENANGO;JACALTENANGO;E:10;Diabetes mellitus insulinodependiente;30 a 34 años;F;3
2020;HUEHUETENANGO;JACALTENANGO;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;HUEHUETENANGO;JACALTENANGO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;13
2020;HUEHUETENANGO;JACALTENANGO;I:84;Hemorroides;30 a 34 años;F;1
2020;HUEHUETENANGO;JACALTENANGO;I:85;Várices esofágicas;30 a 34 años;F;1
2020;HUEHUETENANGO;LA DEMOCRACIA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;13
2020;HUEHUETENANGO;LA DEMOCRACIA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;5
2020;HUEHUETENANGO;LA DEMOCRACIA;I:49;Otras arritmias cardíacas;30 a 34 años;F;1
2020;HUEHUETENANGO;LA DEMOCRACIA;I:95;Hipotensión;30 a 34 años;F;1
2020;HUEHUETENANGO;LA DEMOCRACIA;J:45;Asma;30 a 34 años;F;7
2020;HUEHUETENANGO;LA LIBERTAD;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;13
2020;HUEHUETENANGO;LA LIBERTAD;I:10;Hipertensión esencial (primaria);30 a 34 años;F;20
2020;HUEHUETENANGO;LA LIBERTAD;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;2
2020;HUEHUETENANGO;LA LIBERTAD;I:84;Hemorroides;30 a 34 años;F;2
2020;HUEHUETENANGO;LA LIBERTAD;J:45;Asma;30 a 34 años;F;10
2020;HUEHUETENANGO;LA LIBERTAD;N:19;Insuficiencia renal no especificada;30 a 34 años;F;1
2020;HUEHUETENANGO;MALACATANCITO;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;7
2020;HUEHUETENANGO;MALACATANCITO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;8
2020;HUEHUETENANGO;MALACATANCITO;I:84;Hemorroides;30 a 34 años;F;2
2020;HUEHUETENANGO;MALACATANCITO;N:18;Insuficiencia renal crónica;30 a 34 años;F;1
2020;HUEHUETENANGO;NENTÓN;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;2
2020;HUEHUETENANGO;NENTÓN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;14
2020;HUEHUETENANGO;NENTÓN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;24
2020;HUEHUETENANGO;NENTÓN;J:45;Asma;30 a 34 años;F;4
2020;HUEHUETENANGO;PETATÁN;C:69;Tumor maligno del ojo y sus anexos;30 a 34 años;F;1
2020;HUEHUETENANGO;PETATÁN;E:13;Otras diabetes mellitus especificadas;30 a 34 años;F;2
2020;HUEHUETENANGO;PETATÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;8
2020;HUEHUETENANGO;SAN ANTONIO HUISTA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;HUEHUETENANGO;SAN ANTONIO HUISTA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;HUEHUETENANGO;SAN ANTONIO HUISTA;J:45;Asma;30 a 34 años;F;3
2020;HUEHUETENANGO;SAN GASPAR IXCHIL;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;2
2020;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;2
2020;HUEHUETENANGO;SAN JUAN ATITÁN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN JUAN ATITÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;6
2020;HUEHUETENANGO;SAN JUAN ATITÁN;I:84;Hemorroides;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN JUAN ATITÁN;I:86;Várices de otros sitios;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN JUAN ATITÁN;J:45;Asma;30 a 34 años;F;2
2020;HUEHUETENANGO;SAN JUAN IXCOY;I:10;Hipertensión esencial (primaria);30 a 34 años;F;1
2020;HUEHUETENANGO;SAN MATEO IXTATÁN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;HUEHUETENANGO;SAN MATEO IXTATÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;18
2020;HUEHUETENANGO;SAN MATEO IXTATÁN;I:95;Hipotensión;30 a 34 años;F;3
2020;HUEHUETENANGO;SAN MATEO IXTATÁN;J:45;Asma;30 a 34 años;F;3
2020;HUEHUETENANGO;SAN MIGUEL ACATÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;7
2020;HUEHUETENANGO;SAN MIGUEL ACATÁN;J:45;Asma;30 a 34 años;F;2
2020;HUEHUETENANGO;SAN PEDRO NECTA;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;8
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;10
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:15;Hipertensión secundaria;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:42;Cardiomiopatía;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:64;Accidente vascular encefálico agudo, no especificado como hemorrágico o  isquémico;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:82;Otras embolias y trombosis venosas;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO NECTA;I:86;Várices de otros sitios;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO SOLOMA;E:10;Diabetes mellitus insulinodependiente;30 a 34 años;F;1
2020;HUEHUETENANGO;SAN PEDRO SOLOMA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;3
2020;HUEHUETENANGO;SAN PEDRO SOLOMA;J:45;Asma;30 a 34 años;F;2
2020;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;5
2020;HUEHUETENANGO;SAN RAFAEL PETZAL;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;10
2020;HUEHUETENANGO;SAN RAFAEL PETZAL;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;HUEHUETENANGO;SAN SEBASTIÁN COATÁN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;11
2020;HUEHUETENANGO;SAN SEBASTIÁN COATÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;7
2020;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;E:10;Diabetes mellitus insulinodependiente;30 a 34 años;F;2
2020;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;3
2020;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
2020;HUEHUETENANGO;SANTA ANA HUISTA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;13
2020;HUEHUETENANGO;SANTA ANA HUISTA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;HUEHUETENANGO;SANTA ANA HUISTA;J:45;Asma;30 a 34 años;F;6
2020;HUEHUETENANGO;SANTA BÁRBARA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;4
2020;HUEHUETENANGO;SANTA BÁRBARA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;HUEHUETENANGO;SANTA BÁRBARA;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
2020;HUEHUETENANGO;SANTA EULALIA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;1
2020;HUEHUETENANGO;SANTA EULALIA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;9
2020;HUEHUETENANGO;SANTIAGO CHIMALTENANGO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;2
2020;HUEHUETENANGO;TECTITÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;2
2020;HUEHUETENANGO;TECTITÁN;I:84;Hemorroides;30 a 34 años;F;2
2020;HUEHUETENANGO;TECTITÁN;J:45;Asma;30 a 34 años;F;2
2020;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;11
2020;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;5
2020;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;I:15;Hipertensión secundaria;30 a 34 años;F;1
2020;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;I:84;Hemorroides;30 a 34 años;F;1
2020;HUEHUETENANGO;UNION CANTINIL;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;3
2020;HUEHUETENANGO;UNION CANTINIL;I:10;Hipertensión esencial (primaria);30 a 34 años;F;7
2020;IZABAL;EL ESTOR;E:12;Diabetes mellitus asociada con desnutrición;30 a 34 años;F;2
2020;IZABAL;EL ESTOR;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;4
2020;IZABAL;EL ESTOR;I:10;Hipertensión esencial (primaria);30 a 34 años;F;18
2020;IZABAL;EL ESTOR;I:88;Linfadenitis inespecífica;30 a 34 años;F;1
2020;IZABAL;EL ESTOR;J:45;Asma;30 a 34 años;F;5
2020;IZABAL;LIVINGSTON;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;18
2020;IZABAL;LIVINGSTON;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;1
2020;IZABAL;LIVINGSTON;I:10;Hipertensión esencial (primaria);30 a 34 años;F;41
2020;IZABAL;LIVINGSTON;I:49;Otras arritmias cardíacas;30 a 34 años;F;1
2020;IZABAL;LIVINGSTON;I:84;Hemorroides;30 a 34 años;F;2
2020;IZABAL;LIVINGSTON;I:88;Linfadenitis inespecífica;30 a 34 años;F;2
2020;IZABAL;LIVINGSTON;I:95;Hipotensión;30 a 34 años;F;1
2020;IZABAL;LIVINGSTON;J:45;Asma;30 a 34 años;F;2
2020;IZABAL;LOS AMATES;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;9
2020;IZABAL;LOS AMATES;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;15
2020;IZABAL;LOS AMATES;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;1
2020;IZABAL;LOS AMATES;I:10;Hipertensión esencial (primaria);30 a 34 años;F;22
2020;IZABAL;LOS AMATES;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
2020;IZABAL;LOS AMATES;J:45;Asma;30 a 34 años;F;4
2020;IZABAL;MORALES;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;2
2020;IZABAL;MORALES;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;30
2020;IZABAL;MORALES;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;1
2020;IZABAL;MORALES;I:10;Hipertensión esencial (primaria);30 a 34 años;F;68
2020;IZABAL;MORALES;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
2020;IZABAL;MORALES;I:84;Hemorroides;30 a 34 años;F;3
2020;IZABAL;MORALES;I:87;Otros trastornos de las venas;30 a 34 años;F;2
2020;IZABAL;MORALES;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;30 a 34 años;F;3
2020;IZABAL;MORALES;I:95;Hipotensión;30 a 34 años;F;2
2020;IZABAL;MORALES;J:45;Asma;30 a 34 años;F;8
2020;IZABAL;MORALES;N:18;Insuficiencia renal crónica;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;C:50;Tumor maligno de la mama;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;C:53;Tumor maligno del cuello del útero;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;41
2020;IZABAL;PUERTO BARRIOS;I:00;Fiebre reumática sin mención de complicación cardíaca;30 a 34 años;F;2
2020;IZABAL;PUERTO BARRIOS;I:10;Hipertensión esencial (primaria);30 a 34 años;F;51
2020;IZABAL;PUERTO BARRIOS;I:20;Angina de pecho;30 a 34 años;F;2
2020;IZABAL;PUERTO BARRIOS;I:47;Taquicardia paroxística;30 a 34 años;F;2
2020;IZABAL;PUERTO BARRIOS;I:50;Insuficiencia cardíaca;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;I:78;Enfermedades de los vasos capilares;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;I:84;Hemorroides;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;I:87;Otros trastornos de las venas;30 a 34 años;F;2
2020;IZABAL;PUERTO BARRIOS;I:95;Hipotensión;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;J:44;Otras enfermedades pulmonares obstructivas crónicas;30 a 34 años;F;1
2020;IZABAL;PUERTO BARRIOS;J:45;Asma;30 a 34 años;F;6
2020;IZABAL;PUERTO BARRIOS;N:19;Insuficiencia renal no especificada;30 a 34 años;F;2
2020;JALAPA;JALAPA;C:22;Tumor maligno del hígado y de las vías biliares intrahepáticas;30 a 34 años;F;1
2020;JALAPA;JALAPA;C:53;Tumor maligno del cuello del útero;30 a 34 años;F;1
2020;JALAPA;JALAPA;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;4
2020;JALAPA;JALAPA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;64
2020;JALAPA;JALAPA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;89
2020;JALAPA;JALAPA;I:15;Hipertensión secundaria;30 a 34 años;F;4
2020;JALAPA;JALAPA;I:47;Taquicardia paroxística;30 a 34 años;F;1
2020;JALAPA;JALAPA;I:82;Otras embolias y trombosis venosas;30 a 34 años;F;1
2020;JALAPA;JALAPA;I:84;Hemorroides;30 a 34 años;F;3
2020;JALAPA;JALAPA;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;30 a 34 años;F;2
2020;JALAPA;JALAPA;I:98;Otros trastornos del sistema circulatorio en enfermedades clasificadas en otra parte;30 a 34 años;F;1
2020;JALAPA;JALAPA;J:44;Otras enfermedades pulmonares obstructivas crónicas;30 a 34 años;F;1
2020;JALAPA;JALAPA;J:45;Asma;30 a 34 años;F;14
2020;JALAPA;JALAPA;N:18;Insuficiencia renal crónica;30 a 34 años;F;1
2020;JALAPA;JALAPA;N:19;Insuficiencia renal no especificada;30 a 34 años;F;1
2020;JALAPA;MATAQUESCUINTLA;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;3
2020;JALAPA;MATAQUESCUINTLA;E:13;Otras diabetes mellitus especificadas;30 a 34 años;F;2
2020;JALAPA;MATAQUESCUINTLA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;23
2020;JALAPA;MATAQUESCUINTLA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;70
2020;JALAPA;MATAQUESCUINTLA;I:15;Hipertensión secundaria;30 a 34 años;F;1
2020;JALAPA;MATAQUESCUINTLA;I:84;Hemorroides;30 a 34 años;F;2
2020;JALAPA;MATAQUESCUINTLA;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;30 a 34 años;F;1
2020;JALAPA;MATAQUESCUINTLA;J:45;Asma;30 a 34 años;F;1
2020;JALAPA;MONJAS;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;23
2020;JALAPA;MONJAS;I:10;Hipertensión esencial (primaria);30 a 34 años;F;19
2020;JALAPA;MONJAS;J:45;Asma;30 a 34 años;F;2
2020;JALAPA;SAN CARLOS ALZATATE;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;12
2020;JALAPA;SAN CARLOS ALZATATE;I:10;Hipertensión esencial (primaria);30 a 34 años;F;27
2020;JALAPA;SAN CARLOS ALZATATE;I:84;Hemorroides;30 a 34 años;F;1
2020;JALAPA;SAN CARLOS ALZATATE;J:45;Asma;30 a 34 años;F;4
2020;JALAPA;SAN LUIS JILOTEPEQUE;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;17
2020;JALAPA;SAN LUIS JILOTEPEQUE;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;1
2020;JALAPA;SAN LUIS JILOTEPEQUE;I:10;Hipertensión esencial (primaria);30 a 34 años;F;13
2020;JALAPA;SAN LUIS JILOTEPEQUE;J:45;Asma;30 a 34 años;F;1
2020;JALAPA;SAN MANUEL CHAPARRÓN;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;F;5
2020;JALAPA;SAN MANUEL CHAPARRÓN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;4
2020;JALAPA;SAN MANUEL CHAPARRÓN;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;30 a 34 años;F;1
2020;JALAPA;SAN PEDRO PINULA;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;5
2020;JALAPA;SAN PEDRO PINULA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;24
2020;JALAPA;SAN PEDRO PINULA;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;30 a 34 años;F;1
2020;JALAPA;SAN PEDRO PINULA;I:45;Otros trastornos de la conducción;30 a 34 años;F;1
2020;JALAPA;SAN PEDRO PINULA;J:45;Asma;30 a 34 años;F;10
2020;JALAPA;SAN PEDRO PINULA;N:18;Insuficiencia renal crónica;30 a 34 años;F;1
2020;JUTIAPA;AGUA BLANCA;I:10;Hipertensión esencial (primaria);30 a 34 años;F;7
2020;JUTIAPA;AGUA BLANCA;I:83;Venas varicosas de los miembros inferiores;30 a 34 años;F;1
