Año;Departamento;Municipio;CIE-10;Diagnóstico;Grupo Etario;Sexo;Casos
2021;GUATEMALA;MIXCO;I:49;Otras arritmias cardíacas;< 1 mes;M;1
2021;GUATEMALA;PALENCIA;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2021;GUATEMALA;PALENCIA;I:42;Cardiomiopatía;< 1 mes;M;2
2021;GUATEMALA;SANTA CATARINA PINULA;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2021;GUATEMALA;VILLA CANALES;C:21;Tumor maligno del ano y del conducto anal;< 1 mes;M;1
2021;GUATEMALA;VILLA CANALES;I:46;Paro cardíaco;< 1 mes;M;1
2021;GUATEMALA;VILLA CANALES;N:18;Insuficiencia renal crónica;< 1 mes;M;1
2021;HUEHUETENANGO;BARILLAS;I:42;Cardiomiopatía;< 1 mes;M;2
2021;HUEHUETENANGO;BARILLAS;I:61;Hemorragia intraencefálica;< 1 mes;M;1
2021;HUEHUETENANGO;COLOTENANGO;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2021;HUEHUETENANGO;HUEHUETENANGO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;2
2021;HUEHUETENANGO;SAN PEDRO SOLOMA;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2021;IZABAL;EL ESTOR;I:42;Cardiomiopatía;< 1 mes;M;2
2021;IZABAL;EL ESTOR;I:50;Insuficiencia cardíaca;< 1 mes;M;1
2021;IZABAL;EL ESTOR;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2021;IZABAL;LOS AMATES;J:45;Asma;< 1 mes;M;1
2021;IZABAL;PUERTO BARRIOS;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2021;IZABAL;PUERTO BARRIOS;J:45;Asma;< 1 mes;M;5
2021;JUTIAPA;ATESCATEMPA;J:45;Asma;< 1 mes;M;1
2021;JUTIAPA;JUTIAPA;I:12;Enfermedad renal hipertensiva;< 1 mes;M;1
2021;JUTIAPA;JUTIAPA;I:15;Hipertensión secundaria;< 1 mes;M;1
2021;JUTIAPA;JUTIAPA;I:49;Otras arritmias cardíacas;< 1 mes;M;1
2021;QUETZALTENANGO;COATEPEQUE;I:06;Enfermedades reumáticas de la válvula aórtica;< 1 mes;M;1
2021;QUETZALTENANGO;LA ESPERANZA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2021;QUICHE;CHICHÉ;I:46;Paro cardíaco;< 1 mes;M;1
2021;QUICHE;NEBAJ;I:50;Insuficiencia cardíaca;< 1 mes;M;1
2021;QUICHE;SAN MIGUEL USPANTÁN;I:50;Insuficiencia cardíaca;< 1 mes;M;1
2021;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;4
2021;SAN MARCOS;EL QUETZAL;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;1
2021;SANTA ROSA;CUILAPA;I:10;Hipertensión esencial (primaria);< 1 mes;M;1
2021;SANTA ROSA;CUILAPA;I:24;Otras enfermedades isquémicas agudas del corazón;< 1 mes;M;1
2021;SANTA ROSA;CUILAPA;I:26;Embolia pulmonar;< 1 mes;M;1
2021;SANTA ROSA;CUILAPA;I:27;Otras enfermedades cardiopulmonares;< 1 mes;M;9
2021;SANTA ROSA;CUILAPA;I:46;Paro cardíaco;< 1 mes;M;1
2021;SANTA ROSA;CUILAPA;I:49;Otras arritmias cardíacas;< 1 mes;M;1
2021;SANTA ROSA;CUILAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;< 1 mes;M;5
2021;SANTA ROSA;CUILAPA;I:61;Hemorragia intraencefálica;< 1 mes;M;6
2021;SANTA ROSA;CUILAPA;I:62;Otras hemorragias intracraneales no traumáticas;< 1 mes;M;1
2021;SANTA ROSA;SANTA MARÍA IXHUATÁN;I:49;Otras arritmias cardíacas;< 1 mes;M;1
2021;SOLOLA;SOLOLÁ;J:45;Asma;< 1 mes;M;1
2021;SUCHITEPEQUEZ;MAZATENANGO;I:38;Endocarditis, válvula no especificada;< 1 mes;M;2
2021;TOTONICAPAN;SAN BARTOLO;I:49;Otras arritmias cardíacas;< 1 mes;M;1
2021;ALTA VERAPAZ;PANZOS;C:02;Tumor maligno de otras partes y de las no especificadas de la lengua;1m a < 2m;F;1
2021;BAJA VERAPAZ;SALAMÁ;J:45;Asma;1m a < 2m;F;1
2021;CHIMALTENANGO;ACATENANGO;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2021;CHIMALTENANGO;CHIMALTENANGO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;5
2021;CHIQUIMULA;CAMOTÁN;J:45;Asma;1m a < 2m;F;2
2021;CHIQUIMULA;ESQUIPULAS;J:45;Asma;1m a < 2m;F;1
2021;EL PETEN;LA LIBERTAD;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;EL PETEN;LA LIBERTAD;J:45;Asma;1m a < 2m;F;3
2021;EL PETEN;MELCHOR DE MENCOS;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;EL PETEN;MELCHOR DE MENCOS;J:45;Asma;1m a < 2m;F;1
2021;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;F;1
2021;ESCUINTLA;PUERTO DE SAN JOSÉ;J:45;Asma;1m a < 2m;F;2
2021;GUATEMALA;AMATITLÁN;J:45;Asma;1m a < 2m;F;1
2021;GUATEMALA;FRAIJANES;I:22;Infarto subsecuente del miocardio;1m a < 2m;F;1
2021;GUATEMALA;GUATEMALA;E:14;Diabetes mellitus, no especificada;1m a < 2m;F;1
2021;GUATEMALA;GUATEMALA;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2021;GUATEMALA;GUATEMALA;I:22;Infarto subsecuente del miocardio;1m a < 2m;F;1
2021;GUATEMALA;MIXCO;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2021;GUATEMALA;PALENCIA;J:45;Asma;1m a < 2m;F;1
2021;GUATEMALA;SAN JUAN SACATEPÉQUEZ;J:45;Asma;1m a < 2m;F;2
2021;GUATEMALA;SAN PEDRO AYAMPUC;J:45;Asma;1m a < 2m;F;1
2021;GUATEMALA;VILLA NUEVA;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2021;HUEHUETENANGO;CUILCO;C:44;Otros tumores malignos de la piel;1m a < 2m;F;1
2021;HUEHUETENANGO;HUEHUETENANGO;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2021;HUEHUETENANGO;LA LIBERTAD;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;IZABAL;EL ESTOR;J:45;Asma;1m a < 2m;F;1
2021;IZABAL;PUERTO BARRIOS;I:88;Linfadenitis inespecífica;1m a < 2m;F;1
2021;IZABAL;PUERTO BARRIOS;J:45;Asma;1m a < 2m;F;5
2021;JALAPA;JALAPA;J:45;Asma;1m a < 2m;F;2
2021;JUTIAPA;ATESCATEMPA;J:45;Asma;1m a < 2m;F;2
2021;JUTIAPA;EL ADELANTO;J:45;Asma;1m a < 2m;F;1
2021;JUTIAPA;JUTIAPA;J:45;Asma;1m a < 2m;F;2
2021;JUTIAPA;YUPILTEPEQUE;I:34;Trastornos no reumáticos de la válvula mitral;1m a < 2m;F;1
2021;QUICHE;IXCÁN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;3
2021;QUICHE;NEBAJ;J:45;Asma;1m a < 2m;F;1
2021;QUICHE;SAN MIGUEL USPANTÁN;J:45;Asma;1m a < 2m;F;1
2021;RETALHULEU;SAN ANDRÉS VILLA SECA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;J:45;Asma;1m a < 2m;F;1
2021;SAN MARCOS;AYUTLA;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1
2021;SANTA ROSA;BARBERENA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;SANTA ROSA;CUILAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;2
2021;SANTA ROSA;CUILAPA;I:61;Hemorragia intraencefálica;1m a < 2m;F;4
2021;SOLOLA;SOLOLÁ;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;F;1
2021;SUCHITEPEQUEZ;MAZATENANGO;I:60;Hemorragia subaracnoidea;1m a < 2m;F;1
2021;SUCHITEPEQUEZ;MAZATENANGO;I:88;Linfadenitis inespecífica;1m a < 2m;F;1
2021;TOTONICAPAN;SAN ANDRÉS XECUL;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;F;1
2021;TOTONICAPAN;TOTONICAPÁN;I:50;Insuficiencia cardíaca;1m a < 2m;F;1
2021;ZACAPA;ZACAPA;I:27;Otras enfermedades cardiopulmonares;1m a < 2m;F;1
2021;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;J:45;Asma;1m a < 2m;M;1
2021;ALTA VERAPAZ;SAN JUAN CHAMELCO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2021;ALTA VERAPAZ;SAN PEDRO CARCHÁ;J:45;Asma;1m a < 2m;M;1
2021;BAJA VERAPAZ;SALAMÁ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;3
2021;BAJA VERAPAZ;SALAMÁ;J:45;Asma;1m a < 2m;M;1
2021;CHIMALTENANGO;CHIMALTENANGO;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;10
2021;CHIMALTENANGO;SAN JUAN COMALAPA;J:45;Asma;1m a < 2m;M;1
2021;CHIQUIMULA;CAMOTÁN;J:45;Asma;1m a < 2m;M;2
2021;CHIQUIMULA;ESQUIPULAS;J:45;Asma;1m a < 2m;M;1
2021;EL PETEN;DOLORES;J:45;Asma;1m a < 2m;M;1
2021;EL PETEN;FLORES;J:45;Asma;1m a < 2m;M;1
2021;EL PETEN;LA LIBERTAD;I:88;Linfadenitis inespecífica;1m a < 2m;M;1
2021;EL PETEN;LA LIBERTAD;J:45;Asma;1m a < 2m;M;2
2021;EL PETEN;MELCHOR DE MENCOS;E:11;Diabetes mellitus no insulinodependiente;1m a < 2m;M;1
2021;EL PETEN;MELCHOR DE MENCOS;J:45;Asma;1m a < 2m;M;1
2021;EL PETEN;POPTÚN;C:22;Tumor maligno del hígado y de las vías biliares intrahepáticas;1m a < 2m;M;1
2021;EL PETEN;SAN BENITO;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;M;1
2021;EL PETEN;SAN LUIS;J:45;Asma;1m a < 2m;M;1
2021;EL PETEN;SAYAXCHÉ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2021;EL PETEN;SAYAXCHÉ;J:45;Asma;1m a < 2m;M;1
2021;ESCUINTLA;PUERTO DE SAN JOSÉ;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2021;ESCUINTLA;PUERTO DE SAN JOSÉ;J:45;Asma;1m a < 2m;M;2
2021;GUATEMALA;AMATITLÁN;C:84;Linfoma de células T, periférico y cutáneo;1m a < 2m;M;1
2021;GUATEMALA;CHINAUTLA;E:14;Diabetes mellitus, no especificada;1m a < 2m;M;1
2021;GUATEMALA;GUATEMALA;J:45;Asma;1m a < 2m;M;1
2021;GUATEMALA;MIXCO;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2021;GUATEMALA;PALENCIA;J:45;Asma;1m a < 2m;M;2
2021;GUATEMALA;SAN JUAN SACATEPÉQUEZ;J:45;Asma;1m a < 2m;M;3
2021;GUATEMALA;SAN RAYMUNDO;J:45;Asma;1m a < 2m;M;2
2021;HUEHUETENANGO;BARILLAS;I:42;Cardiomiopatía;1m a < 2m;M;1
2021;HUEHUETENANGO;SAN PEDRO SOLOMA;I:61;Hemorragia intraencefálica;1m a < 2m;M;1
2021;IZABAL;LOS AMATES;J:45;Asma;1m a < 2m;M;1
2021;IZABAL;MORALES;I:34;Trastornos no reumáticos de la válvula mitral;1m a < 2m;M;1
2021;IZABAL;PUERTO BARRIOS;J:45;Asma;1m a < 2m;M;6
2021;JALAPA;JALAPA;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2021;JUTIAPA;ATESCATEMPA;J:45;Asma;1m a < 2m;M;2
2021;JUTIAPA;COMAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2021;JUTIAPA;EL ADELANTO;J:45;Asma;1m a < 2m;M;2
2021;JUTIAPA;JUTIAPA;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;1m a < 2m;M;1
2021;JUTIAPA;JUTIAPA;J:45;Asma;1m a < 2m;M;2
2021;JUTIAPA;YUPILTEPEQUE;J:45;Asma;1m a < 2m;M;2
2021;JUTIAPA;ZAPOTITLÁN;J:45;Asma;1m a < 2m;M;1
2021;QUETZALTENANGO;CABRICÁN;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2021;QUETZALTENANGO;OLINTEPEQUE;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2021;QUETZALTENANGO;QUETZALTENANGO;I:50;Insuficiencia cardíaca;1m a < 2m;M;1
2021;QUETZALTENANGO;QUETZALTENANGO;J:44;Otras enfermedades pulmonares obstructivas crónicas;1m a < 2m;M;1
2021;QUICHE;IXCÁN;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2021;QUICHE;IXCÁN;J:45;Asma;1m a < 2m;M;1
2021;QUICHE;PACHALÚN;I:10;Hipertensión esencial (primaria);1m a < 2m;M;1
2021;QUICHE;SAN JUAN COTZAL;J:45;Asma;1m a < 2m;M;1
2021;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:25;Enfermedad isquémica crónica del corazón;1m a < 2m;M;1
2021;SACATEPEQUEZ;ANTIGUA GUATEMALA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;3
2021;SACATEPEQUEZ;JOCOTENANGO;J:45;Asma;1m a < 2m;M;1
2021;SACATEPEQUEZ;SUMPANGO;J:45;Asma;1m a < 2m;M;1
2021;SAN MARCOS;COMITANCILLO;J:45;Asma;1m a < 2m;M;1
2021;SAN MARCOS;SAN PEDRO SACATEPÉQUEZ;I:88;Linfadenitis inespecífica;1m a < 2m;M;1
2021;SANTA ROSA;CASILLAS;J:45;Asma;1m a < 2m;M;1
2021;SANTA ROSA;CUILAPA;E:11;Diabetes mellitus no insulinodependiente;1m a < 2m;M;1
2021;SANTA ROSA;CUILAPA;E:14;Diabetes mellitus, no especificada;1m a < 2m;M;1
2021;SANTA ROSA;CUILAPA;I:08;Enfermedades valvulares múltiples;1m a < 2m;M;1
2021;SANTA ROSA;CUILAPA;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;1
2021;SANTA ROSA;CUILAPA;I:88;Linfadenitis inespecífica;1m a < 2m;M;1
2021;SOLOLA;CONCEPCIÓN;N:18;Insuficiencia renal crónica;1m a < 2m;M;1
2021;SOLOLA;SOLOLÁ;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;1m a < 2m;M;2
2021;SUCHITEPEQUEZ;CUYOTENANGO;E:10;Diabetes mellitus insulinodependiente;1m a < 2m;M;2
2021;SUCHITEPEQUEZ;PATULUL;J:45;Asma;1m a < 2m;M;1
2021;ZACAPA;ZACAPA;I:37;Trastornos de la válvula pulmonar;1m a < 2m;M;1
2021;ZACAPA;ZACAPA;I:42;Cardiomiopatía;1m a < 2m;M;1
2021;ZACAPA;ZACAPA;J:45;Asma;1m a < 2m;M;1
2021;ALTA VERAPAZ;CAHABÓN;J:45;Asma;2m a < 1 año;F;7
2021;ALTA VERAPAZ;CHAHAL;J:45;Asma;2m a < 1 año;F;1
2021;ALTA VERAPAZ;CHISEC;J:45;Asma;2m a < 1 año;F;1
2021;ALTA VERAPAZ;COBÁN;J:45;Asma;2m a < 1 año;F;4
2021;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;J:45;Asma;2m a < 1 año;F;7
2021;ALTA VERAPAZ;LANQUÍN;J:45;Asma;2m a < 1 año;F;15
2021;ALTA VERAPAZ;LA TINTA;J:45;Asma;2m a < 1 año;F;1
2021;ALTA VERAPAZ;PANZOS;J:45;Asma;2m a < 1 año;F;1
2021;ALTA VERAPAZ;RAXRUHA;J:45;Asma;2m a < 1 año;F;3
2021;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;J:45;Asma;2m a < 1 año;F;1
2021;ALTA VERAPAZ;SAN JUAN CHAMELCO;J:45;Asma;2m a < 1 año;F;3
2021;ALTA VERAPAZ;SAN JUAN CHAMELCO;N:18;Insuficiencia renal crónica;2m a < 1 año;F;1
2021;ALTA VERAPAZ;SAN PEDRO CARCHÁ;J:45;Asma;2m a < 1 año;F;13
2021;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;J:45;Asma;2m a < 1 año;F;1
2021;ALTA VERAPAZ;SENAHÚ;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2021;ALTA VERAPAZ;SENAHÚ;I:89;Otros trastornos no infecciosos de los vasos y ganglios linfáticos;2m a < 1 año;F;1
2021;ALTA VERAPAZ;SENAHÚ;J:45;Asma;2m a < 1 año;F;3
2021;ALTA VERAPAZ;TAMAHÚ;I:06;Enfermedades reumáticas de la válvula aórtica;2m a < 1 año;F;2
2021;ALTA VERAPAZ;TAMAHÚ;I:20;Angina de pecho;2m a < 1 año;F;1
2021;ALTA VERAPAZ;TUCURÚ;J:45;Asma;2m a < 1 año;F;2
2021;BAJA VERAPAZ;GRANADOS;J:45;Asma;2m a < 1 año;F;1
2021;BAJA VERAPAZ;PURULHÁ;J:45;Asma;2m a < 1 año;F;1
2021;BAJA VERAPAZ;RABINAL;E:14;Diabetes mellitus, no especificada;2m a < 1 año;F;1
2021;BAJA VERAPAZ;RABINAL;I:10;Hipertensión esencial (primaria);2m a < 1 año;F;1
2021;BAJA VERAPAZ;RABINAL;I:51;Complicaciones y descripciones mal definidas de enfermedad cardíaca;2m a < 1 año;F;1
