Año;Departamento;Municipio;CIE-10;Diagnóstico;Grupo Etario;Sexo;Casos;tipo_diagnostico
2023;ALTA VERAPAZ;CAHABÓN;D:05;Carcinoma in situ de la mama;45 a 49 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:10;Diabetes mellitus insulinodependiente;55 a 59 años;F;2;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;35 a 39 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;40 a 44 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;45 a 49 años;F;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;50 a 54 años;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;50 a 54 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;55 a 59 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:11;Diabetes mellitus no insulinodependiente;60 a 64 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;15 a 19 años;M;2;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;20 a 24 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;30 a 34 años;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;35 a 39 años;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;35 a 39 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;40 a 44 años;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;40 a 44 años;M;4;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;45 a 49 años;F;20;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;45 a 49 años;M;2;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;50 a 54 años;F;5;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;50 a 54 años;M;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;55 a 59 años;F;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;55 a 59 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;60 a 64 años;F;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;60 a 64 años;M;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;65 a 69 años;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;65 a 69 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;70+;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:13;Otras diabetes mellitus especificadas;70+;M;2;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;10 a 14 años;F;2;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;10 a 14 años;M;3;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;15 a 19 años;F;2;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;20 a 24 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;20 a 24 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;25 a 29 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;30 a 34 años;M;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;35 a 39 años;F;13;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;35 a 39 años;M;4;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;40 a 44 años;F;19;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;40 a 44 años;M;7;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;45 a 49 años;F;18;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;45 a 49 años;M;5;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;50 a 54 años;F;20;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;50 a 54 años;M;15;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;55 a 59 años;F;27;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;55 a 59 años;M;13;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;60 a 64 años;F;15;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;60 a 64 años;M;6;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;65 a 69 años;F;13;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;65 a 69 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;70+;F;11;5
2023;ALTA VERAPAZ;CAHABÓN;E:14;Diabetes mellitus, no especificada;70+;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);2m a < 1 año;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);1a a 4 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);1a a 4 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);10 a 14 años;M;2;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);15 a 19 años;F;5;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);15 a 19 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);20 a 24 años;F;15;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);20 a 24 años;M;3;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);25 a 29 años;F;15;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);30 a 34 años;F;18;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);30 a 34 años;M;7;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);35 a 39 años;F;14;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);35 a 39 años;M;8;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);40 a 44 años;F;44;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);40 a 44 años;M;6;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);45 a 49 años;F;51;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);45 a 49 años;M;4;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);50 a 54 años;F;46;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);50 a 54 años;M;6;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);55 a 59 años;F;30;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);55 a 59 años;M;5;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);60 a 64 años;F;20;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);60 a 64 años;M;10;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);65 a 69 años;F;26;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);65 a 69 años;M;8;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);70+;F;33;5
2023;ALTA VERAPAZ;CAHABÓN;I:10;Hipertensión esencial (primaria);70+;M;19;5
2023;ALTA VERAPAZ;CAHABÓN;I:84;Hemorroides;20 a 24 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:84;Hemorroides;25 a 29 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:84;Hemorroides;40 a 44 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:84;Hemorroides;65 a 69 años;M;2;5
2023;ALTA VERAPAZ;CAHABÓN;I:84;Hemorroides;70+;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:86;Várices de otros sitios;5 a 9 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:86;Várices de otros sitios;30 a 34 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:86;Várices de otros sitios;35 a 39 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:86;Várices de otros sitios;55 a 59 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:87;Otros trastornos de las venas;45 a 49 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:95;Hipotensión;1a a 4 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:95;Hipotensión;25 a 29 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:95;Hipotensión;30 a 34 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:95;Hipotensión;65 a 69 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;I:95;Hipotensión;70+;F;2;5
2023;ALTA VERAPAZ;CAHABÓN;J:44;Otras enfermedades pulmonares obstructivas crónicas;70+;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;2m a < 1 año;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;2m a < 1 año;M;2;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;1a a 4 años;F;17;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;1a a 4 años;M;16;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;5 a 9 años;F;10;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;5 a 9 años;M;11;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;10 a 14 años;F;4;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;10 a 14 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;15 a 19 años;F;5;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;15 a 19 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;20 a 24 años;F;4;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;25 a 29 años;F;2;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;30 a 34 años;F;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;35 a 39 años;F;3;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;40 a 44 años;F;6;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;40 a 44 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;45 a 49 años;F;4;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;50 a 54 años;F;4;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;50 a 54 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;55 a 59 años;F;4;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;60 a 64 años;M;1;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;65 a 69 años;F;4;5
2023;ALTA VERAPAZ;CAHABÓN;J:45;Asma;70+;F;10;5
2023;ALTA VERAPAZ;CAHABÓN;N:19;Insuficiencia renal no especificada;15 a 19 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;C:00;Tumor maligno del labio;20 a 24 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;C:44;Otros tumores malignos de la piel;2m a < 1 año;F;1;5
2023;ALTA VERAPAZ;CHAHAL;C:44;Otros tumores malignos de la piel;10 a 14 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;C:69;Tumor maligno del ojo y sus anexos;15 a 19 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;C:69;Tumor maligno del ojo y sus anexos;25 a 29 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;C:69;Tumor maligno del ojo y sus anexos;55 a 59 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;E:11;Diabetes mellitus no insulinodependiente;30 a 34 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;E:11;Diabetes mellitus no insulinodependiente;70+;M;1;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;5 a 9 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;10 a 14 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;10 a 14 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;20 a 24 años;F;3;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;20 a 24 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;25 a 29 años;F;12;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;25 a 29 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;21;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;30 a 34 años;M;2;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;35 a 39 años;F;44;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;35 a 39 años;M;7;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;40 a 44 años;F;60;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;40 a 44 años;M;13;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;45 a 49 años;F;42;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;45 a 49 años;M;8;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;50 a 54 años;F;38;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;50 a 54 años;M;11;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;55 a 59 años;F;38;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;55 a 59 años;M;14;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;60 a 64 años;F;7;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;60 a 64 años;M;12;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;65 a 69 años;F;11;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;65 a 69 años;M;8;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;70+;F;11;5
2023;ALTA VERAPAZ;CHAHAL;E:14;Diabetes mellitus, no especificada;70+;M;7;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);1m a < 2m;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);15 a 19 años;F;2;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);20 a 24 años;F;6;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);25 a 29 años;F;11;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);25 a 29 años;M;2;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);30 a 34 años;F;11;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);30 a 34 años;M;6;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);35 a 39 años;F;14;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);35 a 39 años;M;6;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);40 a 44 años;F;36;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);40 a 44 años;M;7;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);45 a 49 años;F;19;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);45 a 49 años;M;4;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);50 a 54 años;F;27;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);50 a 54 años;M;6;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);55 a 59 años;F;11;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);55 a 59 años;M;11;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);60 a 64 años;F;8;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);60 a 64 años;M;9;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);65 a 69 años;F;10;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);65 a 69 años;M;7;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);70+;F;13;5
2023;ALTA VERAPAZ;CHAHAL;I:10;Hipertensión esencial (primaria);70+;M;6;5
2023;ALTA VERAPAZ;CHAHAL;I:50;Insuficiencia cardíaca;5 a 9 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;I:50;Insuficiencia cardíaca;65 a 69 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;20 a 24 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;25 a 29 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;30 a 34 años;F;2;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;35 a 39 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;35 a 39 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;40 a 44 años;F;2;5
2023;ALTA VERAPAZ;CHAHAL;I:84;Hemorroides;65 a 69 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;I:86;Várices de otros sitios;25 a 29 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:86;Várices de otros sitios;35 a 39 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;I:87;Otros trastornos de las venas;60 a 64 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;J:44;Otras enfermedades pulmonares obstructivas crónicas;60 a 64 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;J:44;Otras enfermedades pulmonares obstructivas crónicas;70+;F;1;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;2m a < 1 año;F;3;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;2m a < 1 año;M;3;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;1a a 4 años;F;14;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;1a a 4 años;M;7;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;5 a 9 años;F;11;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;5 a 9 años;M;9;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;10 a 14 años;F;11;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;10 a 14 años;M;6;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;15 a 19 años;F;2;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;15 a 19 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;20 a 24 años;F;3;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;20 a 24 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;25 a 29 años;F;6;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;30 a 34 años;F;5;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;30 a 34 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;35 a 39 años;F;10;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;40 a 44 años;F;10;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;45 a 49 años;F;9;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;50 a 54 años;F;8;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;50 a 54 años;M;5;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;55 a 59 años;F;6;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;60 a 64 años;F;6;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;60 a 64 años;M;3;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;65 a 69 años;F;1;5
2023;ALTA VERAPAZ;CHAHAL;J:45;Asma;65 a 69 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;N:18;Insuficiencia renal crónica;45 a 49 años;M;1;5
2023;ALTA VERAPAZ;CHAHAL;N:19;Insuficiencia renal no especificada;30 a 34 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;C:73;Tumor maligno de la glándula tiroides;65 a 69 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;E:10;Diabetes mellitus insulinodependiente;35 a 39 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;2m a < 1 año;F;1;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;5 a 9 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;5 a 9 años;M;1;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;15 a 19 años;F;2;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;15 a 19 años;M;2;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;20 a 24 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;25 a 29 años;F;12;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;30 a 34 años;F;15;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;30 a 34 años;M;14;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;35 a 39 años;F;41;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;35 a 39 años;M;15;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;40 a 44 años;F;80;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;40 a 44 años;M;15;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;45 a 49 años;F;68;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;45 a 49 años;M;25;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;50 a 54 años;F;77;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;50 a 54 años;M;15;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;55 a 59 años;F;55;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;55 a 59 años;M;14;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;60 a 64 años;F;48;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;60 a 64 años;M;18;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;65 a 69 años;F;15;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;65 a 69 años;M;8;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;70+;F;13;5
2023;ALTA VERAPAZ;CHISEC;E:14;Diabetes mellitus, no especificada;70+;M;29;5
2023;ALTA VERAPAZ;CHISEC;I:01;Fiebre reumática con complicación cardíaca;1a a 4 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;I:02;Corea reumática;25 a 29 años;M;1;5
2023;ALTA VERAPAZ;CHISEC;I:06;Enfermedades reumáticas de la válvula aórtica;40 a 44 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);2m a < 1 año;M;1;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);1a a 4 años;F;1;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);15 a 19 años;F;6;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);15 a 19 años;M;4;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);20 a 24 años;F;9;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);20 a 24 años;M;2;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);25 a 29 años;F;21;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);25 a 29 años;M;3;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);30 a 34 años;F;28;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);30 a 34 años;M;9;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);35 a 39 años;F;53;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);35 a 39 años;M;10;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);40 a 44 años;F;61;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);40 a 44 años;M;6;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);45 a 49 años;F;58;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);45 a 49 años;M;6;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);50 a 54 años;F;69;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);50 a 54 años;M;10;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);55 a 59 años;F;48;5
2023;ALTA VERAPAZ;CHISEC;I:10;Hipertensión esencial (primaria);55 a 59 años;M;12;5
